file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
benchmark38_conjunctive.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 3; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 4*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 3; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 3; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -1*main::y + 1*main::__CPAchecker_TMP_1 + 1; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -1*main::y + 1*main::__CPAchecker_TMP_1 + 1; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 4*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 3; Ranking function f(main::__CPAchecker_TMP_1, main::x) = 5*main::__CPAchecker_TMP_1 - 1*main::x + 2",Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 4*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0],Non-termination arguments:,3.063s,2.312s,8.200s,508MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark38_conjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark38_conjunctive.c
benchmark40_polynomial.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y",Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],Non-termination arguments:,1.963s,1.197s,5.710s,534MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark40_polynomial.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark40_polynomial.c
benchmark41_conjunctive.c,lasso,UNKNOWN,"Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 4*main::__CPAchecker_TMP_1 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -5*main::x + 5*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::z, main::__CPAchecker_TMP_1) = 3*main::z + 8*main::__CPAchecker_TMP_1 + 4; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 4*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -1*main::y + 1*main::__CPAchecker_TMP_2 + 1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::z, main::__CPAchecker_TMP_1) = 3*main::z + 8*main::__CPAchecker_TMP_1 + 4; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::z, main::__CPAchecker_TMP_1) = 3*main::z + 8*main::__CPAchecker_TMP_1 + 4",Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y + 2 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0],Non-termination arguments:,3.296s,2.528s,8.000s,500MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark41_conjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark41_conjunctive.c
benchmark45_disjunctive.c,lasso,UNKNOWN,"Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -2*main::x + 3*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -2*main::x + 3*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1",Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::y > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [],Non-termination arguments:,2.222s,1.489s,6.010s,524MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark45_disjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark45_disjunctive.c
benchmark46_disjunctive.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 2*main::__CPAchecker_TMP_1 - 1*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 2*main::__CPAchecker_TMP_1 - 1*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 5*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 5*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 5*main::__CPAchecker_TMP_2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 2*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 13*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 5*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 5*main::__CPAchecker_TMP_1; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 8*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 2*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -1*main::x + 2*main::__CPAchecker_TMP_2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 4*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 5*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 2*main::__CPAchecker_TMP_1 - 1*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 4*main::__CPAchecker_TMP_2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 6*main::__CPAchecker_TMP_2 - 5*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 4*main::__CPAchecker_TMP_1 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -1*main::x + 2*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_2) = -3*main::x + 5*main::__CPAchecker_TMP_2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 2*main::y; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 2*main::__CPAchecker_TMP_1 - 1*main::y; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 4*main::__CPAchecker_TMP_2 - 3*main::y; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 4*main::__CPAchecker_TMP_1","Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0, 4*main::x - 3*main::y > 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [3*main::x - 2*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::y > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants [1*main::z > 0, 1*main::y > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [-3*main::x + 11*main::y >= 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0, -4*main::x + 7*main::y >= 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::z > 0, 1*main::x > 0, -2*main::x + 3*main::y >= 0]; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::y > 0, 4*main::x - 3*main::y >= 0]; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0, 4*main::x - 3*main::y >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::y >= 0, 1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y > 0, 1*main::x > 0]; Supporting invariants [1*main::x > 0, -3*main::x + 4*main::y > 0]; Supporting invariants [-3*main::x + 4*main::y > 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [1*main::y > 0, 5*main::x - 3*main::y >= 0]; Supporting invariants [1*main::y > 0]; Supporting invariants []",Non-termination arguments:,7.241s,6.483s,12.290s,600MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark46_disjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark46_disjunctive.c
benchmark53_polynomial.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 3*main::__CPAchecker_TMP_3 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_3, main::y) = 4*main::__CPAchecker_TMP_3 - 3*main::y",Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],Non-termination arguments:,1.924s,1.188s,5.300s,523MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark53_polynomial.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark53_polynomial.c
brs1.c,lasso,UNKNOWN,,,Non-termination arguments:,1.201s,0.458s,4.810s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/brs1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/brs1.c
brs2.c,lasso,UNKNOWN,,,Non-termination arguments:,1.191s,0.448s,4.990s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/brs2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/brs2.c
brs3.c,lasso,UNKNOWN,,,Non-termination arguments:,1.203s,0.444s,4.910s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/brs3.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/brs3.c
brs4.c,lasso,UNKNOWN,,,Non-termination arguments:,1.231s,0.439s,4.910s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/brs4.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/brs4.c
brs5.c,lasso,UNKNOWN,,,Non-termination arguments:,1.191s,0.438s,4.890s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/brs5.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/brs5.c
cav.c,lasso,UNKNOWN,Ranking function f(main::x) = -3*main::x + 152,Supporting invariants [],Non-termination arguments:,286.618s,285.871s,300.150s,603MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cav.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/sharma_splitter/cav.c
cond1.c,lasso,UNKNOWN,,,Non-termination arguments:,1.582s,0.827s,7.460s,323MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cond1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/cond1.c
cond2.c,lasso,UNKNOWN,,,Non-termination arguments:,1.698s,0.946s,7.650s,259MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cond2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/cond2.c
cond2s1.c,lasso,UNKNOWN,,,Non-termination arguments:,1.586s,0.832s,7.770s,320MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cond2s1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/cond2s1.c
cond2s2.c,lasso,UNKNOWN,,,Non-termination arguments:,1.575s,0.812s,7.450s,312MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cond2s2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/cond2s2.c
conda.c,lasso,UNKNOWN,,,Non-termination arguments:,1.275s,0.519s,5.250s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/conda.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/conda.c
condg.c,lasso,UNKNOWN,,,Non-termination arguments:,1.515s,0.755s,7.090s,301MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condg.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condg.c
condi.c,lasso,UNKNOWN,,,Non-termination arguments:,1.181s,0.441s,4.370s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condi.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condi.c
condm.c,lasso,UNKNOWN,,,Non-termination arguments:,1.262s,0.508s,5.130s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condm.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condm.c
condn.c,lasso,UNKNOWN,,,Non-termination arguments:,1.159s,0.420s,4.150s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condn.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condn.c
condnl1.c,lasso,UNKNOWN,,,Non-termination arguments:,3.437s,2.696s,15.730s,619MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condnl1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condnl1.c
conds.c,lasso,UNKNOWN,,,Non-termination arguments:,1.509s,0.747s,7.080s,305MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/conds.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/conds.c
conds2.c,lasso,UNKNOWN,,,Non-termination arguments:,1.443s,0.679s,5.990s,269MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/conds2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/conds2.c
condsc.c,lasso,UNKNOWN,,,Non-termination arguments:,1.501s,0.740s,7.030s,253MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condsc.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condsc.c
condss.c,lasso,UNKNOWN,,,Non-termination arguments:,1.772s,1.021s,7.990s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/condss.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/condss.c
