file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,lasso,TRUE,,,Non-termination arguments:,0.884s,0.107s,2.810s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex9_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/LeikeHeizmann-TACAS2014-Ex9_true-termination.c
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,general,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,1.229s,0.668s,5.730s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Fig1_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [],Non-termination arguments:,1.134s,0.393s,3.890s,263MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Fig1_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Fig1_true-termination.c
LeikeHeizmann-WST2014-Ex5_false-termination.c,general,UNKNOWN,,,Non-termination arguments:,269.290s,268.732s,300.280s,2444MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex5_false-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c
LeikeHeizmann-WST2014-Ex5_false-termination.c,lasso,UNKNOWN,,,Non-termination arguments:,1.042s,0.305s,3.510s,263MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex5_false-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c
LeikeHeizmann-WST2014-Ex9_true-termination.c,general,UNKNOWN,,,Non-termination arguments:,288.732s,288.188s,300.290s,597MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex9_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/LeikeHeizmann-WST2014-Ex9_true-termination.c
LeikeHeizmann-WST2014-Ex9_true-termination.c,lasso,UNKNOWN,,,Non-termination arguments:,2.662s,1.920s,9.380s,539MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-WST2014-Ex9_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/LeikeHeizmann-WST2014-Ex9_true-termination.c
Lobnya-Boolean-Reordered_true-termination.c,general,UNKNOWN,Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,264.709s,264.174s,299.980s,2429MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Lobnya-Boolean-Reordered_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Lobnya-Boolean-Reordered_true-termination.c
Lobnya-Boolean-Reordered_true-termination.c,lasso,UNKNOWN,Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.958s,1.218s,5.720s,521MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Lobnya-Boolean-Reordered_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Lobnya-Boolean-Reordered_true-termination.c
LogMult.c,general,FALSE,,,Non-termination arguments:,1.022s,0.471s,3.830s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LogMult.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LogMult.c
LogMult.c,lasso,UNKNOWN,,,Non-termination arguments:,1.252s,0.509s,4.170s,289MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LogMult.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LogMult.c
MADWiFi-encode_ie_ok.c,general,TRUE,"Ranking function f(main::ielen, main::i) = 1*main::ielen - 1*main::i",Supporting invariants [1*main::bufsize > 0],Non-termination arguments:,1.226s,0.675s,5.860s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/MADWiFi-encode_ie_ok.c
MADWiFi-encode_ie_ok.c,lasso,TRUE,"Ranking function f(main::ielen, main::i) = 1*main::ielen - 1*main::i",Supporting invariants [1*main::bufsize > 0],Non-termination arguments:,1.180s,0.417s,3.770s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/MADWiFi-encode_ie_ok.c
MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c,general,TRUE,,,Non-termination arguments:,0.908s,0.362s,3.310s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/loops/loop-invgen/MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c
MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c,lasso,TRUE,,,Non-termination arguments:,0.859s,0.103s,2.810s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/loops/loop-invgen/MADWiFi-encode_ie_ok_true-unreach-call_true-termination.c
MAP-CPA-example_VeriMAP_true.c,general,TRUE,,,Non-termination arguments:,0.892s,0.350s,3.180s,263MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-CPA-example_VeriMAP_true.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-CPA-example_VeriMAP_true.c
MAP-CPA-example_VeriMAP_true.c,lasso,TRUE,Ranking function f(main::a) = -3*main::a + 62,Supporting invariants [],Non-termination arguments:,1.226s,0.487s,4.060s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-CPA-example_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-CPA-example_VeriMAP_true.c
MAP-disj_VeriMAP_true.c,general,TRUE,Ranking function f(main::x) = -1*main::x + 84,Supporting invariants [],Non-termination arguments:,1.153s,0.608s,5.020s,273MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-disj_VeriMAP_true.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-disj_VeriMAP_true.c
MAP-disj_VeriMAP_true.c,lasso,UNKNOWN,Ranking function f(main::x) = -1*main::x + 84,Supporting invariants [],Non-termination arguments:,288.407s,287.629s,299.960s,586MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-disj_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-disj_VeriMAP_true.c
MAP-forward_VeriMAP_true.c,general,TRUE,"Ranking function f(main::b, main::n) = -1*main::b + 3*main::n",Supporting invariants [-1*main::b + 3*main::i >= 0],Non-termination arguments:,1.221s,0.659s,4.430s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-forward_VeriMAP_true.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-forward_VeriMAP_true.c
MAP-forward_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::b, main::n) = -1*main::b + 3*main::n",Supporting invariants [-1*main::b + 3*main::i >= 0],Non-termination arguments:,1.156s,0.416s,4.140s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-forward_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-forward_VeriMAP_true.c
MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c,general,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::__CPAchecker_TMP_1=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::__CPAchecker_TMP_1=-1, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=2, main::x=1, main::__CPAchecker_TMP_1=1, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_1=-1, main::__CPAchecker_TMP_0=-1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_1=0, main::__CPAchecker_TMP_0=0}] Lambdas: [0, 0, 0] Nus: [1, 0]",1.042s,0.491s,4.170s,241MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c
MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c,lasso,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::__CPAchecker_TMP_1=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::__CPAchecker_TMP_1=-1, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=2, main::x=1, main::__CPAchecker_TMP_1=1, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_1=-1, main::__CPAchecker_TMP_0=-1}, {main::y=0, main::x=0, main::__CPAchecker_TMP_1=0, main::__CPAchecker_TMP_0=0}] Lambdas: [0, 0, 0] Nus: [1, 0]",0.925s,0.182s,3.040s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c
MAP-singleloop2-pepm-proc.c_VeriMAP_true.c,general,UNKNOWN,,,,302.633s,302.085s,308.010s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c
MAP-singleloop2-pepm-proc.c_VeriMAP_true.c,lasso,,,,,,,,,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c
Masse-VMCAI2014-Ex6_true-termination.c,general,UNKNOWN,Ranking function f(main::y) = 3*main::y + 2,Supporting invariants [],Non-termination arguments:,154.983s,154.417s,300.560s,4315MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Ex6_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c
Masse-VMCAI2014-Ex6_true-termination.c,lasso,,,,,,,,,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Ex6_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Ex6_true-termination.c
Masse-VMCAI2014-Fig1a_true-termination.c,general,TRUE,"Ranking function f(main::b) = 1*main::b + 1; Ranking function f(main::a) = 3*main::a + 2; Ranking function f(main::b, main::a) = 2*main::b + 3*main::a",Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::b > 0],Non-termination arguments:,1.622s,1.081s,7.630s,451MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1a_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c
Masse-VMCAI2014-Fig1a_true-termination.c,lasso,TRUE,"Ranking function f(main::b) = 1*main::b + 1; Ranking function f(main::a) = 3*main::a + 2; Ranking function f(main::b, main::a) = 2*main::b + 3*main::a",Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::b > 0],Non-termination arguments:,1.637s,0.886s,5.680s,274MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1a_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c
Masse-VMCAI2014-Fig1b_true-termination.c,general,UNKNOWN,,,Non-termination arguments:,286.197s,285.619s,300.010s,941MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1b_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/Masse-VMCAI2014-Fig1b_true-termination.c
Masse-VMCAI2014-Fig1b_true-termination.c,lasso,UNKNOWN,,,Non-termination arguments:,1.164s,0.412s,3.880s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1b_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/Masse-VMCAI2014-Fig1b_true-termination.c
McCarthy91-2.c,general,UNKNOWN,Ranking function f(f91::x) = -3*f91::x + 322; Ranking function f(f91::x) = 1*f91::x; Ranking function f(f91::x) = -123*f91::x + 13762,Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,273.446s,272.893s,300.160s,919MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthy91-2.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive/McCarthy91-2.c
McCarthy91-2.c,lasso,UNKNOWN,,,Non-termination arguments:,0.781s,0.035s,2.600s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthy91-2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive/McCarthy91-2.c
McCarthy91_Iteration_true-termination.c,general,TRUE,Ranking function f(main::n) = -1*main::n + 111; Ranking function f(main::c) = 1*main::c,Supporting invariants [1*main::c > 0]; Supporting invariants [],Non-termination arguments:,4.675s,4.123s,15.450s,596MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthy91_Iteration_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c
McCarthy91_Iteration_true-termination.c,lasso,TRUE,Ranking function f(main::n) = -1*main::n + 111; Ranking function f(main::c) = 1*main::c,Supporting invariants [1*main::c > 0]; Supporting invariants [],Non-termination arguments:,4.657s,3.896s,9.410s,531MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthy91_Iteration_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c
McCarthyIterative.c,general,TRUE,Ranking function f(main::x) = -1*main::x + 111; Ranking function f(main::c) = 1*main::c,Supporting invariants []; Supporting invariants [],Non-termination arguments:,4.826s,4.263s,16.010s,593MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthyIterative.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/McCarthyIterative.c
McCarthyIterative.c,lasso,TRUE,Ranking function f(main::x) = -1*main::x + 111; Ranking function f(main::c) = 1*main::c,Supporting invariants []; Supporting invariants [],Non-termination arguments:,4.809s,4.042s,9.630s,540MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthyIterative.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/McCarthyIterative.c
MenloPark_true-termination.c,general,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [-1*main::z + 2*main::y - 3 >= 0],Non-termination arguments:,1.466s,0.929s,7.150s,312MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MenloPark_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MenloPark_true-termination.c
MenloPark_true-termination.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [-1*main::z + 2*main::y - 3 >= 0],Non-termination arguments:,1.324s,0.584s,4.370s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MenloPark_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MenloPark_true-termination.c
MinusBuiltIn.c,general,TRUE,,,Non-termination arguments:,0.900s,0.346s,3.220s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusBuiltIn.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusBuiltIn.c
MinusBuiltIn.c,lasso,TRUE,,,Non-termination arguments:,0.846s,0.095s,2.750s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusBuiltIn.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusBuiltIn.c
MinusMin.c,general,TRUE,"Ranking function f(main::x, main::min, main::res) = -4*main::x + 4*main::min - 3*main::res + 2","Supporting invariants [1*main::y - 1*main::x >= 0, 4*main::y - 4*main::x - 3*main::res >= 0]",Non-termination arguments:,1.270s,0.713s,6.140s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusMin.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusMin.c
MinusMin.c,lasso,TRUE,"Ranking function f(main::x, main::min, main::res) = -4*main::x + 4*main::min - 3*main::res + 2","Supporting invariants [1*main::y - 1*main::x >= 0, 4*main::y - 4*main::x - 3*main::res >= 0]",Non-termination arguments:,1.183s,0.432s,3.990s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusMin.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusMin.c
MirrorInterv.c,general,FALSE,Ranking function f(main::i) = 1*main::i,Supporting invariants [1*main::range - 16 >= 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::range=0, main::i=0} Honda state: {main::range=20, main::i=0} Generalized eigenvectors: [{main::range=0, main::i=0}, {main::range=0, main::i=0}, {main::range=1, main::i=-1}] Lambdas: [1, 1, 1] Nus: [0, 0]",1.141s,0.593s,5.000s,262MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MirrorInterv.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MirrorInterv.c
MirrorInterv.c,lasso,FALSE,Ranking function f(main::i) = 1*main::i,Supporting invariants [1*main::range - 16 >= 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::range=0, main::i=0} Honda state: {main::range=20, main::i=0} Generalized eigenvectors: [{main::range=0, main::i=0}, {main::range=0, main::i=0}, {main::range=1, main::i=-1}] Lambdas: [1, 1, 1] Nus: [0, 0]",1.047s,0.302s,3.370s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MirrorInterv.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MirrorInterv.c
Missing_Corner-case_Handling_2_T.c,general,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {(_>>_ |main::val| 1)=1, main::val=0, main::bits=0} Honda state: {(_>>_ |main::val| 1)=1, main::val=1, main::bits=0} Generalized eigenvectors: [{(_>>_ |main::val| 1)=0, main::val=0, main::bits=2}, {(_>>_ |main::val| 1)=0, main::val=0, main::bits=-1}, {(_>>_ |main::val| 1)=0, main::val=0, main::bits=0}] Lambdas: [1, 1, 1] Nus: [1, 0]",0.984s,0.422s,3.680s,241MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Missing_Corner-case_Handling_2_T.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/non_termination/loop/Missing_Corner-case_Handling_2_T.c
Missing_Corner-case_Handling_2_T.c,lasso,FALSE,,,"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {(_>>_ |main::val| 1)=1, main::val=0, main::bits=0} Honda state: {(_>>_ |main::val| 1)=1, main::val=1, main::bits=0} Generalized eigenvectors: [{(_>>_ |main::val| 1)=0, main::val=0, main::bits=2}, {(_>>_ |main::val| 1)=0, main::val=0, main::bits=-1}, {(_>>_ |main::val| 1)=0, main::val=0, main::bits=0}] Lambdas: [1, 1, 1] Nus: [1, 0]",0.901s,0.155s,2.800s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Missing_Corner-case_Handling_2_T.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/non_termination/loop/Missing_Corner-case_Handling_2_T.c
Mono1_1-2.c,general,UNKNOWN,Ranking function f(main::x) = -3*main::x + 30000002,Supporting invariants [],Non-termination arguments:,140.688s,140.131s,300.390s,695MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mono1_1-2.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loops-crafted-1/Mono1_1-2.c
Mono1_1-2.c,lasso,UNKNOWN,Ranking function f(main::x) = -3*main::x + 30000002,Supporting invariants [],Non-termination arguments:,286.758s,285.970s,300.080s,598MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mono1_1-2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loops-crafted-1/Mono1_1-2.c
MultCommutative-2.c,general,UNKNOWN,Ranking function f(mult::m) = 1*mult::m,Supporting invariants [],Non-termination arguments:,276.928s,276.381s,300.300s,783MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MultCommutative-2.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive/MultCommutative-2.c
MultCommutative-2.c,lasso,UNKNOWN,,,Non-termination arguments:,0.779s,0.039s,2.540s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MultCommutative-2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive/MultCommutative-2.c
Mysore_true-termination.c,general,TRUE,"Ranking function f(main::c, main::x) = 5*main::c + 4*main::x",Supporting invariants [1*main::c - 2 >= 0],Non-termination arguments:,1.216s,0.673s,5.290s,273MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mysore_true-termination.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Mysore_true-termination.c
Mysore_true-termination.c,lasso,TRUE,"Ranking function f(main::c, main::x) = 5*main::c + 4*main::x",Supporting invariants [1*main::c - 2 >= 0],Non-termination arguments:,1.110s,0.353s,3.590s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mysore_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Mysore_true-termination.c
NO_24.c,general,FALSE,,,Non-termination arguments:,0.834s,0.287s,2.810s,252MB,terminationAnalysis.properties,terminationAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NO_24.c_general_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/NO_24.c
