Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error
nterm_11_cex.c,c_bench_nonterm/nterm_11_cex.c,0e14dcdf384b46dda7dd0f51f3f39aa3,2025-12-18T11:43:08.316634,20.09,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114308_0e14dcdf384b46dda7dd0f51f3f39aa3.json,
CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-4.c,c_bench_nonterm/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination_true-no-overflow-broken-4.c,3f2e4437185f4ae48f0bbcc0a9adb559,2025-12-18T11:43:52.634594,44.32,2,terminating,0.0,,x - K,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114352_3f2e4437185f4ae48f0bbcc0a9adb559.json,
nterm_24_cex.c,c_bench_nonterm/nterm_24_cex.c,91194c02476c465c8ff4a72a01dcdddc,2025-12-18T11:45:10.815764,78.18,3,non-terminating,0.0,,"(z - x, y)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114510_91194c02476c465c8ff4a72a01dcdddc.json,
ComplInterv2_false-termination_true-no-overflow.c,c_bench_nonterm/ComplInterv2_false-termination_true-no-overflow.c,32726843a25e4824ac0b59257b94ab74,2025-12-18T11:46:43.787230,92.97,3,non-terminating,0.0,,abs(i),Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114643_32726843a25e4824ac0b59257b94ab74.json,
nonlin_mod_nonterm_1.c,c_bench_nonterm/nonlin_mod_nonterm_1.c,483887bcb1f64995b94b00faeea28ef5,2025-12-18T11:47:23.782848,40.00,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114723_483887bcb1f64995b94b00faeea28ef5.json,
Singapore_v1_false-termination_true-valid-memsafety.c,c_bench_nonterm/Singapore_v1_false-termination_true-valid-memsafety.c,1e6b7d0b28bd4060b375389ad442e17c,2025-12-18T11:47:45.006140,21.22,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114745_1e6b7d0b28bd4060b375389ad442e17c.json,
nonlin_div_nonterm_1.c,c_bench_nonterm/nonlin_div_nonterm_1.c,1c86bd3e47bb43bd9b1bdacf78ad5f98,2025-12-18T11:48:28.946488,43.94,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114828_1c86bd3e47bb43bd9b1bdacf78ad5f98.json,
nterm_ever_13.c,c_bench_nonterm/nterm_ever_13.c,c58d4a29261d4b80b7cffd67ef46b683,2025-12-18T11:49:06.806489,37.86,3,non-terminating,0.0,,100 - (y % 34 + z % 34 + w % 34),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114906_c58d4a29261d4b80b7cffd67ef46b683.json,
nonlin_mult_nonterm_6.c,c_bench_nonterm/nonlin_mult_nonterm_6.c,18eb61ae0c7c49e3899fb2cc4cc748f3,2025-12-18T11:49:45.911532,39.10,3,non-terminating,0.0,,null,Failed: No Ranking Function Provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_114945_18eb61ae0c7c49e3899fb2cc4cc748f3.json,
NO_13_false-termination_true-no-overflow.c,c_bench_nonterm/NO_13_false-termination_true-no-overflow.c,ae2e5a7deb96450d921789ddb3b5babc,2025-12-18T11:50:23.953860,38.04,3,non-terminating,0.0,,j - i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115023_ae2e5a7deb96450d921789ddb3b5babc.json,
nterm_07_cex.c,c_bench_nonterm/nterm_07_cex.c,a5da9b798f8b4b289e27886fc693ecaf,2025-12-18T11:51:02.597781,38.64,3,non-terminating,0.0,,x - y,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115102_a5da9b798f8b4b289e27886fc693ecaf.json,
nonlin_mult_nonterm_5.c,c_bench_nonterm/nonlin_mult_nonterm_5.c,c868aa136e7848a78b00031e150e76d4,2025-12-18T11:51:38.327551,35.73,3,non-terminating,0.0,,null,Failed: Not Terminating,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115138_c868aa136e7848a78b00031e150e76d4.json,
determ_nterm_1.c,c_bench_nonterm/determ_nterm_1.c,b09611bbd54242279db6639c397ec018,2025-12-18T11:52:07.155427,28.83,3,non-terminating,0.0,,x == -2 ? 3 : (x < 0 ? -x : x),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115207_b09611bbd54242279db6639c397ec018.json,
UpAndDown_false-termination_true-no-overflow.c,c_bench_nonterm/UpAndDown_false-termination_true-no-overflow.c,86b64b0649a64b3389d6cc0aad8a4c32,2025-12-18T11:53:07.396269,60.24,3,non-terminating,0.0,,"(10 - i, i)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115307_86b64b0649a64b3389d6cc0aad8a4c32.json,
3pieces_Caterina_TACAS16_nonterm.c,c_bench_nonterm/3pieces_Caterina_TACAS16_nonterm.c,dbd54cb8b1d74ee78663de558ca18a6a,2025-12-18T11:53:24.150457,16.75,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115324_dbd54cb8b1d74ee78663de558ca18a6a.json,
Masse-alloca_true-termination-broken.c,c_bench_nonterm/Masse-alloca_true-termination-broken.c,02c2f9afa4d6454c9543092c8e3a4f4f,2025-12-18T11:53:53.124987,28.97,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115353_02c2f9afa4d6454c9543092c8e3a4f4f.json,
nterm_06_cex.c,c_bench_nonterm/nterm_06_cex.c,a4dd0e4448594167b51125bfcc99af76,2025-12-18T11:54:11.971695,18.85,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115411_a4dd0e4448594167b51125bfcc99af76.json,
nterm_ever_01.c,c_bench_nonterm/nterm_ever_01.c,16c104d2914248d0955243f146e7ed86,2025-12-18T11:54:39.123833,27.15,3,non-terminating,0.0,,null,Failed: No Ranking Function Provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115439_16c104d2914248d0955243f146e7ed86.json,
nterm_17_cex.c,c_bench_nonterm/nterm_17_cex.c,fb81dcedc6d241cb86ba0a71f805b4c1,2025-12-18T11:55:11.831551,32.71,3,non-terminating,0.0,,n - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115511_fb81dcedc6d241cb86ba0a71f805b4c1.json,
choices_div_2.c,c_bench_nonterm/choices_div_2.c,034df143918047e8a65274d3272a84ee,2025-12-18T11:55:52.963274,41.13,3,terminating,0.0,,j,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115552_034df143918047e8a65274d3272a84ee.json,
determ_nterm_3.c,c_bench_nonterm/determ_nterm_3.c,7731408645634d3299bcc057a2d5a118,2025-12-18T11:56:27.164162,34.20,3,non-terminating,0.0,,1 - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115627_7731408645634d3299bcc057a2d5a118.json,
nterm_09_cex.c,c_bench_nonterm/nterm_09_cex.c,3a31eefe5bd34c578259a77fd7b36a88,2025-12-18T11:57:03.865538,36.70,3,non-terminating,0.0,,x - y,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115703_3a31eefe5bd34c578259a77fd7b36a88.json,
Cairo_nondet_false-no-overflow.c,c_bench_nonterm/Cairo_nondet_false-no-overflow.c,0252eb603bce4797a12680a066d711cc,2025-12-18T11:57:40.682044,36.82,3,non-terminating,0.0,,x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115740_0252eb603bce4797a12680a066d711cc.json,
WhileSingle_false-termination_true-no-overflow.c,c_bench_nonterm/WhileSingle_false-termination_true-no-overflow.c,58cfd6d05c794dc2b2232104f2e89464,2025-12-18T11:58:19.413188,38.73,3,non-terminating,0.0,,10 - i,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115819_58cfd6d05c794dc2b2232104f2e89464.json,
nterm_ever_15.c,c_bench_nonterm/nterm_ever_15.c,6341c7ad4acc409fb629cefb2ccbfe1c,2025-12-18T11:58:38.128928,18.72,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115838_6341c7ad4acc409fb629cefb2ccbfe1c.json,
PodelskiRybalchenko-TACAS2011-broken-Fig3_true-termination.c,c_bench_nonterm/PodelskiRybalchenko-TACAS2011-broken-Fig3_true-termination.c,733fa85d92704b03ab546979c0b05e75,2025-12-18T11:58:56.457992,18.33,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_115856_733fa85d92704b03ab546979c0b05e75.json,
NonTermination2_false-no-overflow.c,c_bench_nonterm/NonTermination2_false-no-overflow.c,12020c9fd04f4d5780b2f9b72c165dd8,2025-12-18T12:00:56.712082,120.25,3,non-terminating,0.0,,null,Failed: No ranking function provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120056_12020c9fd04f4d5780b2f9b72c165dd8.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c,9df22e7adff04f329192166b25e6c14f,2025-12-18T12:01:17.155876,20.44,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120117_9df22e7adff04f329192166b25e6c14f.json,
NonTerminationSimple8_false-termination_true-valid-memsafety-simplifed-1.c,c_bench_nonterm/NonTerminationSimple8_false-termination_true-valid-memsafety-simplifed-1.c,186b979b94da455d9eaa52f7102bdf76,2025-12-18T12:01:34.243566,17.09,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120134_186b979b94da455d9eaa52f7102bdf76.json,
nterm_03_cex.c,c_bench_nonterm/nterm_03_cex.c,9c94207f5fcc4459be2a59310a99d2c8,2025-12-18T12:01:50.168340,15.92,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120150_9c94207f5fcc4459be2a59310a99d2c8.json,
AlternDivWidening_false-no-overflow_false-termination-simplified.c,c_bench_nonterm/AlternDivWidening_false-no-overflow_false-termination-simplified.c,0772c9313e7647f08e2b4e476ff829a9,2025-12-18T12:02:08.842295,18.67,2,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120208_0772c9313e7647f08e2b4e476ff829a9.json,
DoublePos_false-no-overflow_false-termination.c,c_bench_nonterm/DoublePos_false-no-overflow_false-termination.c,156fc1e959674127acbdf68489a76a44,2025-12-18T12:02:31.143005,22.30,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120231_156fc1e959674127acbdf68489a76a44.json,
Middle_false-no-overflow_false-termination.c,c_bench_nonterm/Middle_false-no-overflow_false-termination.c,791d728268724c2f9123a6a635133e66,2025-12-18T12:03:10.269281,39.13,3,non-terminating,0.0,,null,Failed: Loop is non-terminating (no valid ranking function exists),/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120310_791d728268724c2f9123a6a635133e66.json,
c.07_true-termination_true-no-overflow-broken2.c,c_bench_nonterm/c.07_true-termination_true-no-overflow-broken2.c,52d681c0e1bc47b69944a15451bb7cba,2025-12-18T12:04:02.579742,52.31,3,non-terminating,0.0,,"(k - j, i)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120402_52d681c0e1bc47b69944a15451bb7cba.json,
Bangalore_v3_false-termination_true-valid-memsafety.c,c_bench_nonterm/Bangalore_v3_false-termination_true-valid-memsafety.c,ffa08a2c7eab411281b590209ba88491,2025-12-18T12:04:32.297544,29.72,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120432_ffa08a2c7eab411281b590209ba88491.json,
BradleyMannaSipma-ICALP2005-Fig1_true-termination-broken2.c,c_bench_nonterm/BradleyMannaSipma-ICALP2005-Fig1_true-termination-broken2.c,6d9c079e79ca454b86b95514f7e7c023,2025-12-18T12:05:22.883921,50.59,3,non-terminating,0.0,,N - x,Failed: Invariants Not Inductive,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120522_6d9c079e79ca454b86b95514f7e7c023.json,
HarrisLalNoriRajamani-SAS2010-Fig2_false-no-overflow.c,c_bench_nonterm/HarrisLalNoriRajamani-SAS2010-Fig2_false-no-overflow.c,f45b4f1dcb4b4933be5aa2e8e998cd4c,2025-12-18T12:05:54.282667,31.40,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120554_f45b4f1dcb4b4933be5aa2e8e998cd4c.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-no-overflow.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-no-overflow.c,04edfa9bd0af4207aa9abf3e7bcccc67,2025-12-18T12:06:07.655092,13.37,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120607_04edfa9bd0af4207aa9abf3e7bcccc67.json,
nterm_ever_10.c,c_bench_nonterm/nterm_ever_10.c,5f1d56224b504b30a2eb61c7861332b8,2025-12-18T12:07:06.217130,58.56,3,non-terminating,0.0,,null,Failed: Loop does not terminate,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120706_5f1d56224b504b30a2eb61c7861332b8.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-no-overflow.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-no-overflow.c,ac4502200918422f93ebddbbf2519f75,2025-12-18T12:07:22.521007,16.30,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120722_ac4502200918422f93ebddbbf2519f75.json,
nterm_ever_06.c,c_bench_nonterm/nterm_ever_06.c,13f467eef65247e3b43653be9a522dbf,2025-12-18T12:07:36.627442,14.11,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120736_13f467eef65247e3b43653be9a522dbf.json,
Flip_false-termination_true-no-overflow.c,c_bench_nonterm/Flip_false-termination_true-no-overflow.c,8bc7c6817e03415d8a28528c4bb86d3b,2025-12-18T12:08:02.829436,26.20,3,non-terminating,0.0,,null,Failed: Potential infinite loop detected (cycle found),/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120802_8bc7c6817e03415d8a28528c4bb86d3b.json,
nterm_21_cex.c,c_bench_nonterm/nterm_21_cex.c,c2de5b4a34114d708fe0f2766cb74ced,2025-12-18T12:09:35.127787,92.30,3,non-terminating,0.0,,"(i - l, j - k)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120935_c2de5b4a34114d708fe0f2766cb74ced.json,
Singapore_v2_false-termination_true-valid-memsafety.c,c_bench_nonterm/Singapore_v2_false-termination_true-valid-memsafety.c,d53989be402a4028a7d9baa00646f55c,2025-12-18T12:09:58.183833,23.06,3,non-terminating,0.0,,null,Failed: No Ranking Function Provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_120958_d53989be402a4028a7d9baa00646f55c.json,
Gauss_false-no-overflow_false-termination.c,c_bench_nonterm/Gauss_false-no-overflow_false-termination.c,df73c5ce9c3543828b8d6f382b2a2344,2025-12-18T12:10:23.912439,25.73,3,non-terminating,0.0,,n,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121023_df73c5ce9c3543828b8d6f382b2a2344.json,
nonlin_choices_2.c,c_bench_nonterm/nonlin_choices_2.c,6ea3744a98144b54b39a3e312619f19c,2025-12-18T12:10:40.916237,17.00,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121040_6ea3744a98144b54b39a3e312619f19c.json,
Ex08_false-termination_true-no-overflow-version1.c,c_bench_nonterm/Ex08_false-termination_true-no-overflow-version1.c,f7a7408c616c46ddaf7ce023f9aeb64a,2025-12-18T12:10:58.692242,17.78,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121058_f7a7408c616c46ddaf7ce023f9aeb64a.json,
NonTerminationSimple7_true-no-overflow_false-termination_true-valid-memsafety-version.c,c_bench_nonterm/NonTerminationSimple7_true-no-overflow_false-termination_true-valid-memsafety-version.c,6e602d704282438fbf63c7432c0681a7,2025-12-18T12:11:19.951205,21.26,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121119_6e602d704282438fbf63c7432c0681a7.json,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-broken.c,c_bench_nonterm/HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination-broken.c,cd9d1727aeab4899a2c1d66921e32887,2025-12-18T12:12:02.377106,42.43,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121202_cd9d1727aeab4899a2c1d66921e32887.json,
ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c,31b38415ffbe4e38a22f1deb951a217c,2025-12-18T12:13:32.574572,90.20,3,non-terminating,0.0,,null,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121332_31b38415ffbe4e38a22f1deb951a217c.json,
choices_eq_2.c,c_bench_nonterm/choices_eq_2.c,d3d1b2343b6045fe83ef6f2adf7a5d73,2025-12-18T12:14:03.491042,30.92,3,non-terminating,0.0,,null,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121403_d3d1b2343b6045fe83ef6f2adf7a5d73.json,
NonTerminationSimple9_false-no-overflow-version.c,c_bench_nonterm/NonTerminationSimple9_false-no-overflow-version.c,63d3b686bbcc414fad3c2f0847363b0c,2025-12-18T12:14:20.306007,16.81,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121420_63d3b686bbcc414fad3c2f0847363b0c.json,
Singapore_false-no-overflow-broken2.c,c_bench_nonterm/Singapore_false-no-overflow-broken2.c,9c3a34eb004d42189324aa8e52d227b3,2025-12-18T12:14:56.894358,36.59,3,non-terminating,0.0,,null,Failed: No ranking function provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121456_9c3a34eb004d42189324aa8e52d227b3.json,
nterm_10_cex.c,c_bench_nonterm/nterm_10_cex.c,5d04161fc9d5447f81ee3883e1a1f4e0,2025-12-18T12:15:12.334340,15.44,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121512_5d04161fc9d5447f81ee3883e1a1f4e0.json,
nterm_ever_03.c,c_bench_nonterm/nterm_ever_03.c,001526c77a3c4c49a30ab8a53eb5d16c,2025-12-18T12:15:44.046506,31.71,3,non-terminating,0.0,,x - y,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121544_001526c77a3c4c49a30ab8a53eb5d16c.json,
aaron3_false-no-overflow-simpl.c,c_bench_nonterm/aaron3_false-no-overflow-simpl.c,fb75e6d2cff049fbba6a6cf9d34e4746,2025-12-18T12:16:05.960601,21.91,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121605_fb75e6d2cff049fbba6a6cf9d34e4746.json,
nterm_15_cex.c,c_bench_nonterm/nterm_15_cex.c,db870bed76e14216be5c48529144bf38,2025-12-18T12:16:33.640779,27.68,3,non-terminating,0.0,,null,Failed: Not Terminating,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121633_db870bed76e14216be5c48529144bf38.json,
Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-broken4.c,c_bench_nonterm/Ben-Amram-2010LMCS-Ex2.3-alloca_true-termination-broken4.c,aeae0b3e016a474ea45525fa6d7e954a,2025-12-18T12:16:52.860862,19.22,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121652_aeae0b3e016a474ea45525fa6d7e954a.json,
nterm_ever_08.c,c_bench_nonterm/nterm_ever_08.c,d71fd855658d49cabae47a8e384f2e61,2025-12-18T12:17:34.292136,41.43,3,non-terminating,0.0,,"(abs(x - 10), abs(y - 12))",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121734_d71fd855658d49cabae47a8e384f2e61.json,
nterm_13_cex.c,c_bench_nonterm/nterm_13_cex.c,97b5f636d7d94eb2b6022890a644c69d,2025-12-18T12:18:01.118504,26.83,3,non-terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121801_97b5f636d7d94eb2b6022890a644c69d.json,
NonTerminationSimple7_true-no-overflow_false-termination_true-valid-memsafety.c,c_bench_nonterm/NonTerminationSimple7_true-no-overflow_false-termination_true-valid-memsafety.c,f056f98b008e47379a3965618b2538c4,2025-12-18T12:18:14.936218,13.82,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121814_f056f98b008e47379a3965618b2538c4.json,
nterm_22_cex.c,c_bench_nonterm/nterm_22_cex.c,5032031f24bd4573a5621005009bf09b,2025-12-18T12:18:53.054401,38.12,3,non-terminating,0.0,,abs(x - y),Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121853_5032031f24bd4573a5621005009bf09b.json,
CookSeeZuleger-TACAS2013-Fig8a-modified-true-termination_true-no-overflow-broken-1.c,c_bench_nonterm/CookSeeZuleger-TACAS2013-Fig8a-modified-true-termination_true-no-overflow-broken-1.c,6b74db94151f4e7288a66619cca7967f,2025-12-18T12:19:21.304819,28.25,3,non-terminating,0.0,,null,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121921_6b74db94151f4e7288a66619cca7967f.json,
ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-no-overflow.c,c_bench_nonterm/ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-no-overflow.c,b615baf9932440d4ad2ff3c4f1b55823,2025-12-18T12:19:41.872843,20.57,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_121941_b615baf9932440d4ad2ff3c4f1b55823.json,
BradleyMannaSipma-ICALP2005-Fig1_true-termination-broken1.c,c_bench_nonterm/BradleyMannaSipma-ICALP2005-Fig1_true-termination-broken1.c,73b4e005342846d29f776c57ede7e2a5,2025-12-18T12:20:12.499237,30.63,3,non-terminating,0.0,,N - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122012_73b4e005342846d29f776c57ede7e2a5.json,
choices_dec_3.c,c_bench_nonterm/choices_dec_3.c,57f4dbfd831043c8909856b47ed55bef,2025-12-18T12:20:58.767694,46.27,3,non-terminating,0.0,,x + y + z,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122058_57f4dbfd831043c8909856b47ed55bef.json,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination-broken.c,c_bench_nonterm/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination-broken.c,b0f3e10b346a4ee2a08d78f5d93b137a,2025-12-18T12:21:19.433758,20.67,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122119_b0f3e10b346a4ee2a08d78f5d93b137a.json,
NonTerminationSimple9_false-no-overflow.c,c_bench_nonterm/NonTerminationSimple9_false-no-overflow.c,dfba748cb02348258d9c753a5bd94690,2025-12-18T12:21:32.927529,13.49,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122132_dfba748cb02348258d9c753a5bd94690.json,
nterm_08_cex.c,c_bench_nonterm/nterm_08_cex.c,cf99a0331aa840c9a21be50d1d1a7776,2025-12-18T12:22:01.026160,28.10,3,non-terminating,0.0,,x - y,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122201_cf99a0331aa840c9a21be50d1d1a7776.json,
DivWithoutMinus_false-no-overflow_false-termination.c,c_bench_nonterm/DivWithoutMinus_false-no-overflow_false-termination.c,7e7c4a97f0654fd393117609eb43d1ce,2025-12-18T12:23:23.514663,82.49,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122323_7e7c4a97f0654fd393117609eb43d1ce.json,
nterm_05_cex.c,c_bench_nonterm/nterm_05_cex.c,e2444fa9db36471fa9c1cb57298cecb8,2025-12-18T12:24:20.348314,56.83,3,non-terminating,0.0,,null,"Error: Traceback (most recent call last):
  File ""/tmp/tmp17um467g.py"", line 101, in <module>
    solver2.add(loop_condition.subs([(x, x_next), (y, y_next), (z, z_next)]))
AttributeError: 'BoolRef' object ha...",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122420_e2444fa9db36471fa9c1cb57298cecb8.json,
Singapore_false-no-overflow-broken.c,c_bench_nonterm/Singapore_false-no-overflow-broken.c,a12a05efdb2d4c2e8078f9de69985a9b,2025-12-18T12:24:36.934244,16.59,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122436_a12a05efdb2d4c2e8078f9de69985a9b.json,
PodelskiRybalchenko-2004VMCAI-Ex2-alloca_false-termination.c,c_bench_nonterm/PodelskiRybalchenko-2004VMCAI-Ex2-alloca_false-termination.c,b8b4df93d4ae45fb810dc77ad80b95b0,2025-12-18T12:24:52.565532,15.63,2,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251218_122452_b8b4df93d4ae45fb810dc77ad80b95b0.json,
