file,result,error,time_taken
"TPDB_Y2024_filtered_VBS/Stroeder_15/Nyala-2lex_true-termination.c",YES,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/TrueDiv.c",Maybe,"",0.08
"TPDB_Y2024_filtered_VBS/Stroeder_15/MenloPark_true-termination.c",Maybe,"",0.84
"TPDB_Y2024_filtered_VBS/Stroeder_15/Copenhagen_true-termination.c",YES,"",0.44
"TPDB_Y2024_filtered_VBS/Stroeder_15/2Nested_true-termination.c",Maybe,"",0.55
"TPDB_Y2024_filtered_VBS/Stroeder_15/LeikeHeizmann-WST2014-Ex5_false-termination.c",Maybe,"",24.48
"TPDB_Y2024_filtered_VBS/Stroeder_15/Log.c",YES,"",0.38
"TPDB_Y2024_filtered_VBS/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8a-modified_true-termination.c",Maybe,"",0.19
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c",Maybe,"",0.94
"TPDB_Y2024_filtered_VBS/Stroeder_15/aaron2_true-termination.c",Maybe,"",0.33
"TPDB_Y2024_filtered_VBS/Stroeder_15/IntPath.c",Maybe,"",0.12
"TPDB_Y2024_filtered_VBS/Stroeder_15/DivMinus.c",YES,"",0.29
"TPDB_Y2024_filtered_VBS/Stroeder_15/aaron3_true-termination.c",Maybe,"",0.39
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_fermat.c",YES,"",0.69
"TPDB_Y2024_filtered_VBS/Stroeder_15/Piecewise_true-termination.c",Maybe,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_java_Nested.c",YES,"",0.59
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_a.10.c",YES,"",0.19
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_java_Sequence.c",YES,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/4NestedWith3Variables_true-termination.c",Maybe,"",18.53
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.17.c",YES,"",0.28
"TPDB_Y2024_filtered_VBS/Stroeder_15/Sunset.c",Maybe,"",0.17
"TPDB_Y2024_filtered_VBS/Stroeder_15/MirrorInterv.c",Maybe,"",0.13
"TPDB_Y2024_filtered_VBS/Stroeder_15/WhileFalse_true-termination.c",Maybe,"",0.09
"TPDB_Y2024_filtered_VBS/Stroeder_15/Masse-VMCAI2014-Fig1b_true-termination.c",Maybe,"",0.18
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_a.06.c",TIMEOUT,"Analysis timed out after 300 seconds",300.10
"TPDB_Y2024_filtered_VBS/Stroeder_15/Fibonacci.c",Maybe,"",2.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaA7.c",YES,"",0.19
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.13.c",YES,"",0.19
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c",Maybe,"",0.44
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaB17.c",YES,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/Urban-WST2013-Fig2-modified1000_true-termination.c",YES,"",0.18
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.15.c",YES,"",0.51
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c",Maybe,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c",YES,"",0.31
"TPDB_Y2024_filtered_VBS/Stroeder_15/Ex02.c",Maybe,"",0.08
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.03_assume.c",Maybe,"",0.33
"TPDB_Y2024_filtered_VBS/Stroeder_15/Ex01.c",Maybe,"",0.23
"TPDB_Y2024_filtered_VBS/Stroeder_15/NonTermination4_false-termination.c",Maybe,"",0.58
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaA10.c",YES,"",0.17
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_ex3b.c",Maybe,"",0.81
"TPDB_Y2024_filtered_VBS/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c",Maybe,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c",Maybe,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_c.01-no-inv.c",Maybe,"",0.63
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaC9.c",YES,"",0.39
"TPDB_Y2024_filtered_VBS/Stroeder_15/NonTerminationSimple7_false-termination.c",Maybe,"",0.08
"TPDB_Y2024_filtered_VBS/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c",YES,"",0.28
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_a.01.c",YES,"",0.49
"TPDB_Y2024_filtered_VBS/Stroeder_15/ComplxStruc.c",Maybe,"",0.38
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c",Maybe,"",2.39
"TPDB_Y2024_filtered_VBS/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1_true-termination.c",YES,"",0.22
"TPDB_Y2024_filtered_VBS/Stroeder_15/Et4.c",TIMEOUT,"Analysis timed out after 300 seconds",300.06
"TPDB_Y2024_filtered_VBS/Stroeder_15/Even.c",Maybe,"",0.34
"TPDB_Y2024_filtered_VBS/Stroeder_15/TelAviv-Amir-Minimum_true-termination.c",Maybe,"",1.57
"TPDB_Y2024_filtered_VBS/Stroeder_15/WhileTrue.c",Maybe,"",0.07
"TPDB_Y2024_filtered_VBS/Stroeder_15/WhileIncrPart.c",Maybe,"",0.23
"TPDB_Y2024_filtered_VBS/Stroeder_15/AlternDiv.c",Maybe,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaC7.c",Maybe,"",1.46
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c",Maybe,"",0.22
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_flag.c",YES,"",0.45
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.03-no-inv_assume.c",Maybe,"",0.33
"TPDB_Y2024_filtered_VBS/Stroeder_15/Swingers.c",Maybe,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChooseLife.c",Maybe,"",0.50
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c",Maybe,"",1.82
"TPDB_Y2024_filtered_VBS/Stroeder_15/Choose.c",Maybe,"",0.35
"TPDB_Y2024_filtered_VBS/Stroeder_15/Stockholm_true-termination.c",YES,"",0.11
"TPDB_Y2024_filtered_VBS/Stroeder_15/WhileNested.c",Maybe,"",0.41
"TPDB_Y2024_filtered_VBS/Stroeder_15/NonTerminationSimple9_false-termination.c",Maybe,"",0.14
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.05.c",YES,"",0.24
"TPDB_Y2024_filtered_VBS/Stroeder_15/NonTermination2_false-termination.c",Maybe,"",0.22
"TPDB_Y2024_filtered_VBS/Stroeder_15/TwoFloatInterv.c",Maybe,"",0.15
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaC10.c",Maybe,"",0.77
"TPDB_Y2024_filtered_VBS/Stroeder_15/MinusMin.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c",Maybe,"",1.99
"TPDB_Y2024_filtered_VBS/Stroeder_15/LeikeHeizmann-TACAS2014-Ex8_true-termination.c",Maybe,"",0.45
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.12.c",YES,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/DoubleNeg.c",YES,"",0.19
"TPDB_Y2024_filtered_VBS/Stroeder_15/NarrowKonv.c",Maybe,"",0.14
"TPDB_Y2024_filtered_VBS/Stroeder_15/NoriSharma-FSE2013-Fig8_true-termination.c",Maybe,"",6.41
"TPDB_Y2024_filtered_VBS/Stroeder_15/GopanReps-CAV2006-Fig1a_true-termination.c.c",Maybe,"",0.71
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_c.03.c",YES,"",0.21
"TPDB_Y2024_filtered_VBS/Stroeder_15/NO_13.c",Maybe,"",0.56
"TPDB_Y2024_filtered_VBS/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c",YES,"",0.13
"TPDB_Y2024_filtered_VBS/Stroeder_15/Parallel_true-termination.c",YES,"",0.18
"TPDB_Y2024_filtered_VBS/Stroeder_15/WhileNestedOffset.c",Maybe,"",0.42
"TPDB_Y2024_filtered_VBS/Stroeder_15/Overflow.c",Maybe,"",0.07
"TPDB_Y2024_filtered_VBS/Stroeder_15/MinusBuiltIn.c",Maybe,"",0.48
"TPDB_Y2024_filtered_VBS/Stroeder_15/Ex06.c",Maybe,"",0.15
"TPDB_Y2024_filtered_VBS/Stroeder_15/NO_23.c",Maybe,"",0.10
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaA9.c",Maybe,"",0.37
"TPDB_Y2024_filtered_VBS/Stroeder_15/NonTerminationSimple2_false-termination.c",Maybe,"",0.32
"TPDB_Y2024_filtered_VBS/Stroeder_15/Gothenburg_true-termination.c",Maybe,"",0.69
"TPDB_Y2024_filtered_VBS/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c",YES,"",0.20
"TPDB_Y2024_filtered_VBS/Stroeder_15/Toulouse-BranchesToLoop_true-termination.c",Maybe,"",0.29
"TPDB_Y2024_filtered_VBS/Stroeder_15/Urban-WST2013-Fig1_false-termination.c",Maybe,"",0.12
"TPDB_Y2024_filtered_VBS/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c",Maybe,"",6.58
"TPDB_Y2024_filtered_VBS/Stroeder_15/Ben-Amram-LMCS2010-Ex2.3_true-termination.c",Maybe,"",2.20
"TPDB_Y2024_filtered_VBS/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c",Maybe,"",0.14
"TPDB_Y2024_filtered_VBS/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-exmini_true-termination.c",YES,"",0.28
"TPDB_Y2024_filtered_VBS/Stroeder_15/PastaA5.c",Maybe,"",0.34
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_java_Continue1.c",YES,"",0.22
"TPDB_Y2024_filtered_VBS/Stroeder_15/easy2_true-termination.c",YES,"",0.26
"TPDB_Y2024_filtered_VBS/Stroeder_15/Ex07.c",Maybe,"",0.13
"TPDB_Y2024_filtered_VBS/Stroeder_15/Et2.c",Maybe,"",2.96
"TPDB_Y2024_filtered_VBS/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c",Maybe,"",0.71
"TPDB_Y2024_filtered_VBS/Stroeder_15/svcomp_b.16.c",YES,"",0.29
"TPDB_Y2024_filtered_VBS/Stroeder_15/LeikeHeizmann-TACAS2014-Ex1_true-termination.c",YES,"",0.15
"TPDB_Y2024_filtered_VBS/Stroeder_15/CookSeeZuleger-TACAS2013-Fig7a_true-termination.c",YES,"",0.36
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrncat_unsafe.c",Maybe,"",0.69
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_stroeder1_unsafe.c",YES,"",0.25
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_selectionsort_unsafe.c",YES,"",0.30
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_selection_sort_unsafe.c",Maybe,"",0.72
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_add_last_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_add_last_unsafe.c
Converting
Type-checking svcomp_add_last_unsafe
Generating GOTO Program
...",0.24
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_knapsack_alloca_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_knapsack_alloca_unsafe.c
Converting
Type-checking svcomp_knapsack_alloca_unsafe
Generating...",0.24
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_reverse_array_alloca_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_reverse_array_alloca_unsafe.c
Converting
Type-checking svcomp_reverse_array_alloca_unsafe
...",0.23
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_bubblesort_unsafe.c",Maybe,"",0.46
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_diff_usafe.c",YES,"",0.46
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrcat_unsafe.c",Maybe,"",0.18
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrpbrk_unsafe.c",Maybe,"",0.39
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_stroeder2_unsafe.c",Maybe,"",0.94
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_insertionsort_unsafe.c",YES,"",0.26
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_reverse_array_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_reverse_array_unsafe.c
Converting
Type-checking svcomp_reverse_array_unsafe
Generating GOT...",0.23
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_mult_array_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_mult_array_unsafe.c
Converting
Type-checking svcomp_mult_array_unsafe
Generating GOTO Prog...",0.22
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_delete_unsafe.c",Maybe,"",0.16
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrchr_unsafe.c",Maybe,"",0.30
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_knapsack_unsafe.c",Maybe,"",1.00
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_insertion_sort_unsafe.c",Maybe,"",0.69
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_lis_unsafe.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_java_BubbleSort_unsafe.c",YES,"",0.43
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrlen_unsafe.c",Maybe,"",0.25
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrcpy_unsafe.c",Maybe,"",1.71
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_count_down_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_count_down_unsafe.c
Converting
Type-checking svcomp_count_down_unsafe
Generating GOTO Prog...",0.24
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_bubble_sort_unsafe.c",Maybe,"",0.76
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_delete_alloca_unsafe.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_delete_alloca_unsafe.c
Converting
Type-checking svcomp_delete_alloca_unsafe
Generating GOT...",0.24
"TPDB_Y2024_filtered_VBS/AProVE_memory_unsafe/svcomp_cstrncpy_unsafe.c",Maybe,"",0.47
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/formation_true-termination.c",Maybe,"",3.23
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/flock-noarray_true-termination.c",Maybe,"",11.31
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/flock_true-termination.c",Maybe,"",3.35
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/majority-noarray_true-termination.c",Maybe,"",60.15
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/formation-noarray_true-termination.c",Maybe,"",18.54
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/majority_true-termination.c",Maybe,"",2.34
"TPDB_Y2024_filtered_VBS/Di_Stefano_20/boids_true-termination.c",Maybe,"",40.78
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse_rec.c",YES,"",0.45
"TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_existing.c",Maybe,"",0.93
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse.c",Maybe,"",1.16
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_zero.c",Maybe,"",1.19
"TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search-ptrdiff_existing.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search-ptrdiff_existing.c
Converting
Type-checking desc_ll_search-ptrdiff_existing
Generating GOTO P...",1.37
"TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_mod.c",Maybe,"",1.03
"TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_with_offset_search.c",Maybe,"",1.02
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse-ptrdiff.c",Maybe,"",0.80
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_skip.c",Maybe,"",1.03
"TPDB_Y2024_filtered_VBS/Hensel_22/asc_ll_search_last.c",Maybe,"",1.15
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_last_n.c",Maybe,"",1.39
"TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_last.c",Maybe,"",0.91
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_init.c",YES,"",0.98
"TPDB_Y2024_filtered_VBS/Hensel_22/cyclic_ll_search_last.c",Maybe,"",0.97
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_init_rec.c",YES,"",0.46
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_insert.c",Maybe,"",0.94
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_last_zero.c",Maybe,"",1.27
"TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_delete.c",Maybe,"",0.72
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_nxt_false-unreach-call.1.M1.c",TIMEOUT,"Analysis timed out after 300 seconds",300.07
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_opt-floodmax.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c",Maybe,"",11.10
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Fibonacci01_true-unreach-call.c",YES,"",0.13
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem03_label00_true-unreach-call.c",Maybe,"",67.10
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem11_label00_false-unreach-call.c",Maybe,"",39.55
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/EvenOdd01_true-unreach-call_true-termination.c",TIMEOUT,"Analysis timed out after 300 seconds",300.03
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/list-ext_1_true-valid-memsafety.c",Maybe,"",13.86
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sll_to_dll_rev_true-unreach-call.c",Maybe,"",0.64
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sanfoundry_02_true-unreach-call_ground.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sanfoundry_02_true-unreach-call_ground.c
Converting
Type-checking sanfoundry_02_true-unreach-...",0.21
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.15_false-unreach-call_false-termination.cil.c",Maybe,"",0.06
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals.c",Maybe,"",90.24
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem19_label00_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.08
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/minepump_spec1_product01_true-unreach-call.cil.c",Maybe,"",1.25
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.05_false-unreach-call_false-termination.cil.c",Maybe,"",0.05
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/kbfiltr_simpl1_true-unreach-call_true-termination.cil.c",Maybe,"",0.99
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_STARTPALS_Triplicated_false-unreach-call.1.ufo.BOUNDED-10.pals.c",Maybe,"",12.22
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/fibo_5_false-unreach-call.c",YES,"",0.17
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_peterson_true-unreach-call.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_peterson_true-unreach-call.c
Converting
Type-checking cs_peterson_true-unreach-call
Genera...",0.24
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_ctm_false-unreach-call.2.c",TIMEOUT,"Analysis timed out after 300 seconds",300.19
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/McCarthy91_false-unreach-call_false-termination.c",YES,"",0.16
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_lcr-var-start-time.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c",Maybe,"",4.97
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/email_spec0_product05_true-unreach-call.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/email_spec0_product05_true-unreach-call.cil.c
Converting
Type-checking email_spec0_product05_...",0.79
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_lamport_true-unreach-call.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_lamport_true-unreach-call.c
Converting
Type-checking cs_lamport_true-unreach-call
Generati...",0.26
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_opt-floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals.c",Maybe,"",92.38
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0134_true-valid-memsafety.c",Maybe,"",0.76
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sum_non_eq_false-unreach-call.c",YES,"",0.22
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_dekker_true-unreach-call.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_dekker_true-unreach-call.c
Converting
Type-checking cs_dekker_true-unreach-call
Generating...",0.27
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_compare_true-unreach-call_ground.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_compare_true-unreach-call_ground.c
Converting
Type-checking standard_compare_true-un...",0.22
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem09_label00_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.15
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem06_label00_false-unreach-call.c",Maybe,"",277.71
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem02_label00_true-unreach-call.c",Maybe,"",12.42
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_aso_false-unreach-call.1.M1.c",TIMEOUT,"Analysis timed out after 300 seconds",300.09
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/list_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem07_label00_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.14
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Addition01_true-unreach-call_true-termination.c",YES,"",0.34
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_time_var_mutex_true-unreach-call.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_time_var_mutex_true-unreach-call.c
Converting
Type-checking cs_time_var_mutex_true-unreach...",0.27
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/dll_of_dll_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.03
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/skiplist_3lvl_true-valid-memsafety.c",Maybe,"",0.70
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.01_false-unreach-call_false-termination.cil.c",Maybe,"",0.05
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sum_2x3_false-unreach-call.c",YES,"",0.18
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_copy7_true-unreach-call_ground.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_copy7_true-unreach-call_ground.c
Converting
Type-checking standard_copy7_true-unreac...",10.83
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/960521-1_1_true-valid-memsafety.c",YES,"",2.41
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/mem_slave_tlm.1_true-unreach-call_false-termination.cil.c",Maybe,"",0.07
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem05_label00_false-unreach-call.c",Maybe,"",40.19
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/id2_b2_o3_true-unreach-call.c",TIMEOUT,"Analysis timed out after 300 seconds",300.02
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Primes_true-unreach-call.c",YES,"",1.27
"TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem12_label00_false-unreach-call.c",Maybe,"",219.26
