file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
80.c,lasso,FALSE,"Ranking function f(main::i, main::y) = -1*main::i + 1*main::y; Ranking function f(main::x, main::i) = 3*main::x - 3*main::i + 8",Supporting invariants []; Supporting invariants [-1*main::y + 1*main::x + 1 > 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=1, main::x=0, main::i=1, main::__CPAchecker_TMP_0=0}, {main::y=-1, main::x=0, main::i=-1, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1}] Lambdas: [1, 0, 1] Nus: [1, 0]",1.165s,0.402s,3.910s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/80.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/80.c
81.c,lasso,FALSE,"Ranking function f(main::i, main::y) = -1*main::i + 1*main::y; Ranking function f(main::x, main::i) = 3*main::x - 3*main::i + 8",Supporting invariants []; Supporting invariants [-1*main::y + 1*main::x + 1 > 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=1, main::x=0, main::i=1, main::__CPAchecker_TMP_0=0}, {main::y=-1, main::x=0, main::i=-1, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1}] Lambdas: [1, 0, 1] Nus: [1, 0]",1.181s,0.416s,3.910s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/81.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/81.c
82.c,lasso,FALSE,"Ranking function f(main::i, main::y) = -1*main::i + 1*main::y; Ranking function f(main::x, main::i) = 3*main::x - 3*main::i + 8",Supporting invariants []; Supporting invariants [-1*main::y + 1*main::x + 1 > 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=0} Honda state: {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::y=1, main::x=0, main::i=1, main::__CPAchecker_TMP_0=0}, {main::y=-1, main::x=0, main::i=-1, main::__CPAchecker_TMP_0=1}, {main::y=0, main::x=0, main::i=0, main::__CPAchecker_TMP_0=-1}] Lambdas: [1, 0, 1] Nus: [1, 0]",1.177s,0.418s,4.010s,243MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/82.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/code2inv/82.c
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,lasso,UNKNOWN,"Ranking function f(main::y, main::n) = 3*main::y + 1*main::n; Ranking function f(main::y, main::__CPAchecker_TMP_0) = -3*main::y + 3*main::__CPAchecker_TMP_0 + 2; Ranking function f(main::y) = -3*main::y + 4; Ranking function f(main::x) = 1*main::x; Ranking function f(main::__CPAchecker_TMP_4, main::y) = 3*main::__CPAchecker_TMP_4 - 2*main::y","Supporting invariants [1*main::n - 1*main::b >= 0]; Supporting invariants []; Supporting invariants [-1*main::n + 1*main::b >= 0]; Supporting invariants []; Supporting invariants [1*main::__CPAchecker_TMP_4 - 1*main::n >= 0, 1*main::n > 0]",Non-termination arguments:,293.267s,292.514s,300.040s,587MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,lasso,TRUE,"Ranking function f(main::N, main::i) = 1*main::N - 1*main::i",Supporting invariants [1*main::N > 0],Non-termination arguments:,1.245s,0.501s,4.380s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,lasso,TRUE,"Ranking function f(main::da, main::r) = 1*main::da - 1*main::r + 1",Supporting invariants [-1*main::db + 1*main::da >= 0],Non-termination arguments:,1.182s,0.442s,4.130s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c,lasso,TRUE,"Ranking function f(main::x, main::b) = -4*main::x + 7*main::b; Ranking function f(main::x, main::t) = -3*main::x - 4*main::t","Supporting invariants [5*main::b - 4*main::n >= 0, 4*main::t - 3 > 0]; Supporting invariants [-1*main::t - 1 >= 0, -1*main::t - 1*main::n >= 0]",Non-termination arguments:,2.182s,1.432s,5.520s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,lasso,TRUE,"Ranking function f(main::k, main::__CPAchecker_TMP_0) = 1*main::k - 1*main::__CPAchecker_TMP_0 + 1; Ranking function f(main::__CPAchecker_TMP_0, main::j) = 3*main::__CPAchecker_TMP_0 - 3*main::j + 203",Supporting invariants []; Supporting invariants [-2*main::k + 1*main::j + 1*main::i >= 0],Non-termination arguments:,1.295s,0.554s,4.460s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c
Bangalore_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 3*main::x + 1,Supporting invariants [1*main::y - 1 >= 0],Non-termination arguments:,1.094s,0.338s,3.500s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Bangalore_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Bangalore_true-termination.c
Benghazi_true-termination.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [1*main::d2 + 1*main::d1 - 4 >= 0],Non-termination arguments:,1.307s,0.538s,4.490s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Benghazi_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Benghazi_true-termination.c
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,lasso,TRUE,Ranking function f(main::x) = -536870913*main::x + 576460752303423487,Supporting invariants [-1*main::N + 536870912 > 0],Non-termination arguments:,1.176s,0.416s,3.860s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c
BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x,Supporting invariants [1*main::y - 1 >= 0],Non-termination arguments:,1.070s,0.320s,3.330s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,lasso,TRUE,"Ranking function f(main::j, main::bn) = -3*main::j + 3*main::bn + 2; Ranking function f(main::j, main::an) = -3*main::j + 3*main::an + 2; Ranking function f(main::i, main::an) = -3*main::i + 3*main::an + 2",Supporting invariants []; Supporting invariants [-1*main::bn + 1*main::i >= 0]; Supporting invariants [],Non-termination arguments:,1.431s,0.675s,4.800s,285MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c
ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,lasso,TRUE,"Ranking function f(main::x, main::max) = -3*main::x + 4*main::max",Supporting invariants [1*main::x > 0],Non-termination arguments:,1.150s,0.411s,3.840s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c
ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c,lasso,TRUE,"Ranking function f(main::N, main::i) = 1*main::N - 1*main::i",Supporting invariants [1*main::N > 0],Non-termination arguments:,1.203s,0.441s,4.100s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d_true-termination.c
Gothenburg_true-termination.c,lasso,UNKNOWN,Ranking function f(main::x) = 3*main::x + 2,Supporting invariants [1*main::b - 1*main::a >= 0],Non-termination arguments:,290.538s,289.778s,300.330s,582MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Gothenburg_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Gothenburg_true-termination.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x + 2,Supporting invariants [1*main::y - 4 >= 0],Non-termination arguments:,1.038s,0.294s,3.410s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x + 3,Supporting invariants [-1*main::y + 1*main::x - 3 > 0],Non-termination arguments:,5.152s,4.400s,12.230s,586MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x + 1,Supporting invariants [1*main::y >= 0],Non-termination arguments:,1.045s,0.288s,3.430s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 3*main::x + 2,Supporting invariants [1*main::y - 1 >= 0],Non-termination arguments:,1.089s,0.341s,3.650s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 3*main::x + 2,Supporting invariants [-1*main::z + 1*main::y >= 0],Non-termination arguments:,1.128s,0.375s,3.730s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c
Incorrect_Initialization_4_T.c,lasso,TRUE,"Ranking function f(main::rehash, main::r) = 1*main::rehash - 1*main::r; Ranking function f(main::rehash, main::r) = 1*main::rehash - 131071*main::r; Ranking function f(main::i, main::h) = -131072*main::i + 131073*main::h; Ranking function f(main::i, main::r) = -1*main::i + 65534*main::r","Supporting invariants [1*main::rehash > 0]; Supporting invariants [1*main::rehash > 0]; Supporting invariants [1*main::r - 1 >= 0, 131073*main::h - 131072*main::hash > 0]; Supporting invariants [1*main::r - 1 >= 0, 65534*main::r - 1*main::hash >= 0]",Non-termination arguments:,2.615s,1.847s,6.310s,278MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Incorrect_Initialization_4_T.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/non_termination/loop/Incorrect_Initialization_4_T.c
MADWiFi-encode_ie_ok.c,lasso,TRUE,"Ranking function f(main::ielen, main::i) = 1*main::ielen - 1*main::i",Supporting invariants [1*main::bufsize > 0],Non-termination arguments:,1.180s,0.417s,3.770s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/MADWiFi-encode_ie_ok.c
MAP-forward_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::b, main::n) = -1*main::b + 3*main::n",Supporting invariants [-1*main::b + 3*main::i >= 0],Non-termination arguments:,1.156s,0.416s,4.140s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-forward_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-forward_VeriMAP_true.c
Masse-VMCAI2014-Fig1a_true-termination.c,lasso,TRUE,"Ranking function f(main::b) = 1*main::b + 1; Ranking function f(main::a) = 3*main::a + 2; Ranking function f(main::b, main::a) = 2*main::b + 3*main::a",Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::b > 0],Non-termination arguments:,1.637s,0.886s,5.680s,274MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Masse-VMCAI2014-Fig1a_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Masse-VMCAI2014-Fig1a_true-termination.c
McCarthy91_Iteration_true-termination.c,lasso,TRUE,Ranking function f(main::n) = -1*main::n + 111; Ranking function f(main::c) = 1*main::c,Supporting invariants [1*main::c > 0]; Supporting invariants [],Non-termination arguments:,4.657s,3.896s,9.410s,531MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/McCarthy91_Iteration_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Ton_Chanh_15/McCarthy91_Iteration_true-termination.c
MenloPark_true-termination.c,lasso,TRUE,Ranking function 2-nested ranking function:,Supporting invariants [-1*main::z + 2*main::y - 3 >= 0],Non-termination arguments:,1.324s,0.584s,4.370s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MenloPark_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MenloPark_true-termination.c
MinusMin.c,lasso,TRUE,"Ranking function f(main::x, main::min, main::res) = -4*main::x + 4*main::min - 3*main::res + 2","Supporting invariants [1*main::y - 1*main::x >= 0, 4*main::y - 4*main::x - 3*main::res >= 0]",Non-termination arguments:,1.183s,0.432s,3.990s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusMin.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusMin.c
MirrorInterv.c,lasso,FALSE,Ranking function f(main::i) = 1*main::i,Supporting invariants [1*main::range - 16 >= 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::range=0, main::i=0} Honda state: {main::range=20, main::i=0} Generalized eigenvectors: [{main::range=0, main::i=0}, {main::range=0, main::i=0}, {main::range=1, main::i=-1}] Lambdas: [1, 1, 1] Nus: [0, 0]",1.047s,0.302s,3.370s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MirrorInterv.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MirrorInterv.c
Mysore_true-termination.c,lasso,TRUE,"Ranking function f(main::c, main::x) = 5*main::c + 4*main::x",Supporting invariants [1*main::c - 2 >= 0],Non-termination arguments:,1.110s,0.353s,3.590s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Mysore_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Mysore_true-termination.c
NetBSD_loop.c,lasso,TRUE,"Ranking function f(main::bound_off, main::glob2_p_off) = 1*main::bound_off - 1*main::glob2_p_off + 1",Supporting invariants [1*main::bound_off - 1*main::glob2_pathlim_off >= 0],Non-termination arguments:,1.187s,0.436s,4.210s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/invgen/NetBSD_loop.c
PastaA6.c,lasso,TRUE,Ranking function f(main::z) = -1*main::z,Supporting invariants [1*main::y - 1*main::x >= 0],Non-termination arguments:,1.056s,0.311s,3.380s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA6.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA6.c
Pure2Phase_true-termination.c,lasso,TRUE,Ranking function f(main::y) = 1*main::y; Ranking function f(main::z) = 1*main::z + 1,Supporting invariants []; Supporting invariants [-1*main::y > 0],Non-termination arguments:,1.310s,0.557s,4.270s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Pure2Phase_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Pure2Phase_true-termination.c
Stockholm_true-termination.c,lasso,TRUE,Ranking function f(main::x) = 1*main::x + 1,Supporting invariants [2*main::b - 2*main::a + 1 > 0],Non-termination arguments:,1.064s,0.306s,3.470s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Stockholm_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/Ultimate/Stockholm_true-termination.c
TRACER-testabs13_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -1*main::i + 1*main::n",Supporting invariants [1*main::n > 0],Non-termination arguments:,1.104s,0.373s,3.550s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs13_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs13_VeriMAP_true.c
TRACER-testabs15_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::a, main::n) = -3*main::a + 4*main::n; Ranking function f(main::i, main::n) = -1*main::i + 1*main::n",Supporting invariants [-3*main::a + 4*main::i >= 0]; Supporting invariants [],Non-termination arguments:,1.281s,0.517s,4.260s,275MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs15_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs15_VeriMAP_true.c
TRACER-testabs7_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -1*main::i + 1*main::n",Supporting invariants [1*main::n > 0],Non-termination arguments:,1.131s,0.372s,3.820s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs7_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs7_VeriMAP_true.c
TRACER-testabs8_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::i, main::n) = -1*main::i + 1*main::n",Supporting invariants [1*main::n > 0],Non-termination arguments:,1.126s,0.391s,3.790s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs8_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs8_VeriMAP_true.c
