file,result,llm_result_chatgpt4o,result_2ls,result_irank_complex,result_irank_simple,path,is_stable_chatgpt4o,llm_result_o4mini,is_stable_o4mini,llm_result_claude3.7,is_stable_claude3.7,llm_result_deepseekr1,is_stable_deepseekr1
DivMinus2.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
DivWithoutMinus.c,NO,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,NO,True,NO,True,MISSING,
easy1_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
easy2_true-termination.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
Et1.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
Et2.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Et4.c,NO,YES,Failed,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
Even.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex01.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex02.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex03.c,NO,Failed,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,NO,True,NO,True,MISSING,
Ex04.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex05.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex06.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex07.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Ex08.c,NO,NO,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Fibonacci.c,NO,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Flip.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Flip2.c,NO,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,NO,True,YES,True,MISSING,
Gauss.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
GCD.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
gcd1_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
GCD2.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
GCD3.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
GCD4.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
genady_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
GopanReps-CAV2006-Fig1a_true-termination.c.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
Gothenburg_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
GulavaniGulwani-CAV2008-Fig1a_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
GulavaniGulwani-CAV2008-Fig1b_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
GulavaniGulwani-CAV2008-Fig1c_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,YES,Failed,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,Failed,False,MISSING,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,YES,NO,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
IntPath.c,YES,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
Lcm.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
LeikeHeizmann-TACAS2014-Ex1_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
LeikeHeizmann-TACAS2014-Ex7_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
LeikeHeizmann-TACAS2014-Ex8_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
LeikeHeizmann-TACAS2014-Fig1_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
LeikeHeizmann-WST2014-Ex5_false-termination.c,NO,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
LeikeHeizmann-WST2014-Ex6_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Lobnya-Boolean-Reordered_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
Log.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
LogAG.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
Loop.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Madrid_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Marbie1.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Marbie2.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Masse-VMCAI2014-Ex6_true-termination.c,YES,NO,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
Masse-VMCAI2014-Fig1a_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
McCarthyIterative.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
MenloPark_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
Middle.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
MinusBuiltIn.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
MinusMin.c,YES,YES,Failed,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
MinusUserDefined.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
min_rf_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
MirrorInterv.c,NO,Failed,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,NO,True,YES,True,MISSING,
MirrorIntervSim.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Mysore_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
Narrowing.c,NO,NO,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
NarrowKonv.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Nested.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
NonTermination1_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTermination2_false-termination.c,NO,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
NonTermination4_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
NonTerminationSimple2_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple3_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple4_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple5_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple6_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple7_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple8_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NonTerminationSimple9_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NoriSharma-FSE2013-Fig7_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
NoriSharma-FSE2013-Fig8_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
NO_00.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_01.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_02.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_03.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_04.c,NO,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_10.c,NO,NO,YES,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_12.c,NO,NO,Failed,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_13.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_21.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_22.c,NO,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,NO,True,NO,True,MISSING,
NO_23.c,NO,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
NO_24.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Nyala-2lex_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
Overflow.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,Failed,False,NO,True,NO,True
Parallel_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaA1.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaA10.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaA4.c,YES,NO,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaA5.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaA6.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaA7.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaA8.c,YES,NO,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaA9.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
PastaB1.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB11.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaB14.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB15.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaB16.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB17.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
PastaB2.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB3.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB4.c,YES,NO,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaB6.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaB7.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaC1.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
PastaC10.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
PastaC2.c,YES,NO,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PastaC3.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
PastaC7.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PastaC9.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,NO,True,YES,True
Piecewise_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PlusSwap.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
PodelskiRybalchenko-LICS2004-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PodelskiRybalchenko-LICS2004-Fig2-TACAS2011-Fig3_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
PodelskiRybalchenko-TACAS2011-Fig1_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
PodelskiRybalchenko-VMCAI2004-Ex2_true-termination.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
Pure2Phase_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
Pure3Phase_true-termination.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
Rotation180_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,NO,True,MISSING,
Sequence.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
Stockholm_true-termination.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
Sunset.c,NO,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,NO,True,YES,True,MISSING,
svcomp_a.01.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_a.04.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_a.05.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_a.06.c,YES,YES,Failed,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_a.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_a.08.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_a.09_assume.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
svcomp_a.10.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.01.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.02.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
svcomp_b.03-no-inv_assume.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
svcomp_b.03_assume.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
svcomp_b.04.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
svcomp_b.05.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
svcomp_b.06.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.09-no-inv_assume.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.09_assume.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,Failed,False
svcomp_b.10.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.11.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.12.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_b.13.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_b.14.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
svcomp_b.15.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,Failed,False
svcomp_b.16.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_b.17.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_b.18.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_c.01-no-inv.c,YES,YES,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_c.01_assume.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_c.02.c,YES,NO,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_c.03.c,YES,Failed,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
svcomp_c.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_c.08.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_easySum.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_ex1.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_ex2.c,YES,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_ex3a.c,YES,Failed,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,MISSING,
svcomp_ex3b.c,YES,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,False,YES,True,YES,True,YES,True
svcomp_fermat.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_flag.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_java_AG313.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_java_Break.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,MISSING,
svcomp_java_Continue1.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
svcomp_java_Nested.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\Stroeder_15,True,YES,True,YES,True,YES,True
