file,result,has_error,error_detail,exit_code,result_source,time_taken,full_log,ultimate_log,processed_time,path,Datasets,spec,architecture,timeout,enbale_fulloutput,ultimate_root,command
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version.c,YES,0,,0,stdout_stderr,4.15,Results/ultimate/ultiouts/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version.c-ultimate-svtermprp.log,,2026-01-22 17:20:13,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination-version.c
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,YES,0,,0,stdout_stderr,5.04,Results/ultimate/ultiouts/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:20:18,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c
Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,3.90,Results/ultimate/ultiouts/c_bench_term/Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:20:22,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Lobnya-Boolean-Reordered_true-termination_true-valid-memsafety.c
Masse-VMCAI2014-Fig1a_true-termination.c,YES,0,,0,stdout_stderr,4.21,Results/ultimate/ultiouts/c_bench_term/Masse-VMCAI2014-Fig1a_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:20:26,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1a_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1a_true-termination.c
Masse-VMCAI2014-Fig1b_true-termination-version-1.c,MAYBE,0,,0,stdout_stderr,5.84,Results/ultimate/ultiouts/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-1.c-ultimate-svtermprp.log,,2026-01-22 17:20:32,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-1.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-1.c
Masse-VMCAI2014-Fig1b_true-termination-version-2.c,MAYBE,0,,0,stdout_stderr,6.32,Results/ultimate/ultiouts/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-2.c-ultimate-svtermprp.log,,2026-01-22 17:20:38,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-2.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination-version-2.c
Masse-VMCAI2014-Fig1b_true-termination.c,MAYBE,0,,0,stdout_stderr,5.76,Results/ultimate/ultiouts/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:20:44,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Masse-VMCAI2014-Fig1b_true-termination.c
McCarthyIterative_true-termination_true-no-overflow.c,YES,0,,0,stdout_stderr,5.64,Results/ultimate/ultiouts/c_bench_term/McCarthyIterative_true-termination_true-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:20:50,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/McCarthyIterative_true-termination_true-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/McCarthyIterative_true-termination_true-no-overflow.c
MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif.c,YES,0,,0,stdout_stderr,3.85,Results/ultimate/ultiouts/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif.c-ultimate-svtermprp.log,,2026-01-22 17:20:54,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif.c
MenloPark_true-no-overflow_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,3.86,Results/ultimate/ultiouts/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:20:57,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/MenloPark_true-no-overflow_true-termination_true-valid-memsafety.c
Mysore_false-no-overflow.c,YES,0,,0,stdout_stderr,3.79,Results/ultimate/ultiouts/c_bench_term/Mysore_false-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:21:01,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Mysore_false-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Mysore_false-no-overflow.c
NoriSharma-2013FSE-Fig8-true-termination-modif.c,YES,0,,0,stdout_stderr,4.31,Results/ultimate/ultiouts/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination-modif.c-ultimate-svtermprp.log,,2026-01-22 17:21:05,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination-modif.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination-modif.c
NoriSharma-2013FSE-Fig8-true-termination.c,YES,0,,0,stdout_stderr,4.05,Results/ultimate/ultiouts/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:21:10,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/NoriSharma-2013FSE-Fig8-true-termination.c
Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version.c,YES,0,,0,stdout_stderr,4.39,Results/ultimate/ultiouts/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version.c-ultimate-svtermprp.log,,2026-01-22 17:21:14,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version.c
Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,4.06,Results/ultimate/ultiouts/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:21:18,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety.c
Parallel_true-no-overflow_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,3.91,Results/ultimate/ultiouts/c_bench_term/Parallel_true-no-overflow_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:21:22,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Parallel_true-no-overflow_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Parallel_true-no-overflow_true-termination_true-valid-memsafety.c
Piecewise_true-no-overflow_true-termination_true-valid-memsafety.c,YES,0,,0,stdout_stderr,4.79,Results/ultimate/ultiouts/c_bench_term/Piecewise_true-no-overflow_true-termination_true-valid-memsafety.c-ultimate-svtermprp.log,,2026-01-22 17:21:27,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/Piecewise_true-no-overflow_true-termination_true-valid-memsafety.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/Piecewise_true-no-overflow_true-termination_true-valid-memsafety.c
PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1.c,TIMEOUT,1,Analysis timed out after 300 seconds,,timeout,300.10,,,2026-01-22 17:26:27,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1.c
PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2.c,YES,0,,0,stdout_stderr,7.82,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2.c-ultimate-svtermprp.log,,2026-01-22 17:26:35,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2.c
PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl.c,YES,0,,0,stdout_stderr,3.81,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl.c-ultimate-svtermprp.log,,2026-01-22 17:26:38,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl.c
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,YES,0,,0,stdout_stderr,7.59,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c-ultimate-svtermprp.log,,2026-01-22 17:26:46,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-LICS2004-Fig2_true-termination.c
PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow.c,YES,0,,0,stdout_stderr,4.19,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:26:50,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow.c
PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version.c,YES,0,,0,stdout_stderr,15.32,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version.c-ultimate-svtermprp.log,,2026-01-22 17:27:06,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version.c
PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow.c,YES,0,,0,stdout_stderr,5.58,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow.c-ultimate-svtermprp.log,,2026-01-22 17:27:11,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow.c
PodelskiRybalchenko-simpl1.c,YES,0,,0,stdout_stderr,5.66,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-simpl1.c-ultimate-svtermprp.log,,2026-01-22 17:27:17,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-simpl1.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-simpl1.c
PodelskiRybalchenko-simpl2.c,YES,0,,0,stdout_stderr,4.22,Results/ultimate/ultiouts/c_bench_term/PodelskiRybalchenko-simpl2.c-ultimate-svtermprp.log,,2026-01-22 17:27:21,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-simpl2.c,aeval171term,/home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp,32bit,300,1,/home/clexma/Desktop/fox3/TermDB/UAutomizer-linux,/usr/bin/python3 /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/Ultimate.py --config /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/config --data /home/clexma/Desktop/fox3/TermDB/UAutomizer-linux/data --full-output --architecture 32bit --spec /home/clexma/Desktop/fox3/TermDB/svcomp_examples/sv-benchmarks/c/properties/termination.prp --file ../EvolveTerm/data/aeval/c_bench_term/PodelskiRybalchenko-simpl2.c
