file,result,error,time_taken
"SVComp_C/product-lines/email_spec4_product29.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product29.cil.c
Converting
Type-checking email_spec4_product29.cil
Generating GOTO Program
Adding CPROVER l...",1.64
"SVComp_C/product-lines/email_spec11_product22.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product22.cil.c
Converting
Type-checking email_spec11_product22.cil
Generating GOTO Program
Adding CPROVER...",1.65
"SVComp_C/product-lines/email_spec6_product16.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product16.cil.c
Converting
Type-checking email_spec6_product16.cil
Generating GOTO Program
Adding CPROVER l...",1.19
"SVComp_C/product-lines/minepump_spec4_product18.cil.c",Maybe,"",1.60
"SVComp_C/product-lines/minepump_spec2_product34.cil.c",Maybe,"",2.07
"SVComp_C/product-lines/minepump_spec3_product15.cil.c",Maybe,"",2.24
"SVComp_C/product-lines/email_spec0_product34.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product34.cil.c
Converting
Type-checking email_spec0_product34.cil
Generating GOTO Program
Adding CPROVER l...",1.14
"SVComp_C/product-lines/email_spec11_product08.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product08.cil.c
Converting
Type-checking email_spec11_product08.cil
Generating GOTO Program
Adding CPROVER...",1.59
"SVComp_C/product-lines/email_spec3_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product30.cil.c
Converting
Type-checking email_spec3_product30.cil
Generating GOTO Program
Adding CPROVER l...",1.55
"SVComp_C/product-lines/minepump_spec3_product43.cil.c",Maybe,"",2.33
"SVComp_C/product-lines/email_spec7_product17.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product17.cil.c
Converting
Type-checking email_spec7_product17.cil
Generating GOTO Program
Adding CPROVER l...",1.54
"SVComp_C/product-lines/elevator_spec3_product17.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"SVComp_C/product-lines/minepump_spec1_product56.cil.c",Maybe,"",2.82
"SVComp_C/product-lines/minepump_spec5_product57.cil.c",Maybe,"",1.56
"SVComp_C/product-lines/elevator_spec3_product25.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.13
"SVComp_C/product-lines/elevator_spec13_product31.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.12
"SVComp_C/product-lines/email_spec4_product27.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product27.cil.c
Converting
Type-checking email_spec4_product27.cil
Generating GOTO Program
Adding CPROVER l...",1.65
"SVComp_C/product-lines/email_spec4_product33.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product33.cil.c
Converting
Type-checking email_spec4_product33.cil
Generating GOTO Program
Adding CPROVER l...",1.52
"SVComp_C/product-lines/elevator_spec2_product18.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.06
"SVComp_C/product-lines/elevator_spec1_product18.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.12
"SVComp_C/product-lines/email_spec6_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product30.cil.c
Converting
Type-checking email_spec6_product30.cil
Generating GOTO Program
Adding CPROVER l...",1.55
"SVComp_C/product-lines/minepump_spec2_product60.cil.c",Maybe,"",2.26
"SVComp_C/product-lines/email_spec4_product18.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product18.cil.c
Converting
Type-checking email_spec4_product18.cil
Generating GOTO Program
Adding CPROVER l...",1.60
"SVComp_C/product-lines/minepump_spec2_product06.cil.c",Maybe,"",1.55
"SVComp_C/product-lines/email_spec11_product35.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product35.cil.c
Converting
Type-checking email_spec11_product35.cil
Generating GOTO Program
Adding CPROVER...",1.65
"SVComp_C/product-lines/email_spec27_product13.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec27_product13.cil.c
Converting
Type-checking email_spec27_product13.cil
Generating GOTO Program
Adding CPROVER...",1.57
"SVComp_C/product-lines/minepump_spec3_product47.cil.c",Maybe,"",2.34
"SVComp_C/product-lines/email_spec6_product35.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product35.cil.c
Converting
Type-checking email_spec6_product35.cil
Generating GOTO Program
Adding CPROVER l...",1.18
"SVComp_C/product-lines/minepump_spec2_product13.cil.c",Maybe,"",1.62
"SVComp_C/product-lines/elevator_spec1_product29.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"SVComp_C/product-lines/minepump_spec4_product46.cil.c",Maybe,"",2.19
"SVComp_C/product-lines/elevator_spec13_product24.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.12
"SVComp_C/product-lines/minepump_spec1_product47.cil.c",Maybe,"",2.20
"SVComp_C/product-lines/minepump_spec5_product63.cil.c",Maybe,"",2.65
"SVComp_C/product-lines/minepump_spec1_product41.cil.c",Maybe,"",1.53
"SVComp_C/product-lines/elevator_spec3_product32.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.13
"SVComp_C/product-lines/email_spec3_product25.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product25.cil.c
Converting
Type-checking email_spec3_product25.cil
Generating GOTO Program
Adding CPROVER l...",1.58
"SVComp_C/product-lines/minepump_spec3_product29.cil.c",Maybe,"",2.10
"SVComp_C/product-lines/elevator_spec2_product01.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.10
"SVComp_C/product-lines/minepump_spec1_product08.cil.c",Maybe,"",2.41
"SVComp_C/product-lines/minepump_spec3_product56.cil.c",Maybe,"",2.96
"SVComp_C/product-lines/minepump_spec5_product64.cil.c",Maybe,"",2.67
"SVComp_C/product-lines/minepump_spec4_product44.cil.c",Maybe,"",2.51
"SVComp_C/product-lines/email_spec11_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product30.cil.c
Converting
Type-checking email_spec11_product30.cil
Generating GOTO Program
Adding CPROVER...",1.53
"SVComp_C/product-lines/email_spec6_product29.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product29.cil.c
Converting
Type-checking email_spec6_product29.cil
Generating GOTO Program
Adding CPROVER l...",1.19
"SVComp_C/product-lines/minepump_spec1_product27.cil.c",Maybe,"",1.91
"SVComp_C/product-lines/email_spec11_product36.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product36.cil.c
Converting
Type-checking email_spec11_product36.cil
Generating GOTO Program
Adding CPROVER...",1.06
"SVComp_C/product-lines/minepump_spec4_product36.cil.c",Maybe,"",2.65
"SVComp_C/product-lines/minepump_spec2_product09.cil.c",Maybe,"",1.50
"SVComp_C/product-lines/minepump_spec3_product48.cil.c",Maybe,"",2.28
"SVComp_C/product-lines/email_spec0_product36.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product36.cil.c
Converting
Type-checking email_spec0_product36.cil
Generating GOTO Program
Adding CPROVER l...",0.76
"SVComp_C/product-lines/elevator_spec1_product31.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.13
"SVComp_C/product-lines/minepump_spec5_product60.cil.c",Maybe,"",2.68
"SVComp_C/product-lines/minepump_spec2_product47.cil.c",Maybe,"",2.46
"SVComp_C/product-lines/minepump_spec5_product37.cil.c",Maybe,"",1.53
"SVComp_C/product-lines/minepump_spec1_product17.cil.c",Maybe,"",1.28
"SVComp_C/product-lines/minepump_spec4_product22.cil.c",Maybe,"",1.77
"SVComp_C/product-lines/email_spec9_product28.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product28.cil.c
Converting
Type-checking email_spec9_product28.cil
Generating GOTO Program
Adding CPROVER l...",1.21
"SVComp_C/product-lines/email_spec4_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product30.cil.c
Converting
Type-checking email_spec4_product30.cil
Generating GOTO Program
Adding CPROVER l...",1.64
"SVComp_C/product-lines/elevator_spec3_product29.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",305.36
"SVComp_C/product-lines/minepump_spec1_product29.cil.c",Maybe,"",2.72
"SVComp_C/product-lines/minepump_spec3_product54.cil.c",Maybe,"",2.93
"SVComp_C/product-lines/minepump_spec3_product01.cil.c",Maybe,"",1.79
"SVComp_C/product-lines/minepump_spec3_product45.cil.c",Maybe,"",2.20
"SVComp_C/product-lines/email_spec9_product14.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product14.cil.c
Converting
Type-checking email_spec9_product14.cil
Generating GOTO Program
Adding CPROVER l...",1.95
"SVComp_C/product-lines/minepump_spec5_product07.cil.c",Maybe,"",2.24
"SVComp_C/product-lines/email_spec1_product20.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product20.cil.c
Converting
Type-checking email_spec1_product20.cil
Generating GOTO Program
Adding CPROVER l...",1.60
"SVComp_C/product-lines/minepump_spec2_product25.cil.c",Maybe,"",1.28
"SVComp_C/product-lines/minepump_spec2_product52.cil.c",Maybe,"",2.88
"SVComp_C/product-lines/minepump_spec4_product06.cil.c",Maybe,"",1.96
"SVComp_C/product-lines/email_spec0_product11.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product11.cil.c
Converting
Type-checking email_spec0_product11.cil
Generating GOTO Program
Adding CPROVER l...",1.13
"SVComp_C/product-lines/minepump_spec5_product46.cil.c",Maybe,"",2.26
"SVComp_C/product-lines/minepump_spec3_product35.cil.c",Maybe,"",1.87
"SVComp_C/product-lines/elevator_spec1_product23.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.11
"SVComp_C/product-lines/elevator_spec13_productSimulator.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.28
"SVComp_C/product-lines/minepump_spec1_product33.cil.c",Maybe,"",1.73
"SVComp_C/product-lines/minepump_spec5_product43.cil.c",Maybe,"",2.33
"SVComp_C/product-lines/minepump_spec1_productSimulator.cil.c",Maybe,"",3.48
"SVComp_C/product-lines/minepump_spec5_product10.cil.c",Maybe,"",2.00
"SVComp_C/product-lines/elevator_spec2_product29.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",310.69
"SVComp_C/product-lines/email_spec1_product26.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product26.cil.c
Converting
Type-checking email_spec1_product26.cil
Generating GOTO Program
Adding CPROVER l...",1.52
"SVComp_C/product-lines/elevator_spec14_product11.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",346.97
"SVComp_C/product-lines/email_spec6_product34.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product34.cil.c
Converting
Type-checking email_spec6_product34.cil
Generating GOTO Program
Adding CPROVER l...",2.14
"SVComp_C/product-lines/email_spec6_product20.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product20.cil.c
Converting
Type-checking email_spec6_product20.cil
Generating GOTO Program
Adding CPROVER l...",1.25
"SVComp_C/product-lines/minepump_spec2_product35.cil.c",Maybe,"",1.91
"SVComp_C/product-lines/email_spec27_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec27_product30.cil.c
Converting
Type-checking email_spec27_product30.cil
Generating GOTO Program
Adding CPROVER...",1.13
"SVComp_C/product-lines/email_spec7_product31.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product31.cil.c
Converting
Type-checking email_spec7_product31.cil
Generating GOTO Program
Adding CPROVER l...",1.15
"SVComp_C/product-lines/minepump_spec3_product17.cil.c",Maybe,"",1.27
"SVComp_C/product-lines/email_spec3_product13.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product13.cil.c
Converting
Type-checking email_spec3_product13.cil
Generating GOTO Program
Adding CPROVER l...",1.20
"SVComp_C/product-lines/minepump_spec5_product59.cil.c",Maybe,"",20.45
"SVComp_C/product-lines/elevator_spec14_product20.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",301.09
"SVComp_C/product-lines/elevator_spec2_product23.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.48
"SVComp_C/product-lines/email_spec0_product25.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product25.cil.c
Converting
Type-checking email_spec0_product25.cil
Generating GOTO Program
Adding CPROVER l...",1.55
"SVComp_C/product-lines/elevator_spec1_product32.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",313.32
"SVComp_C/product-lines/minepump_spec2_product41.cil.c",Maybe,"",1.26
"SVComp_C/product-lines/email_spec1_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product30.cil.c
Converting
Type-checking email_spec1_product30.cil
Generating GOTO Program
Adding CPROVER l...",1.34
"SVComp_C/product-lines/minepump_spec5_product12.cil.c",Maybe,"",3.23
"SVComp_C/product-lines/minepump_spec4_product23.cil.c",Maybe,"",22.52
"SVComp_C/product-lines/minepump_spec3_product49.cil.c",Maybe,"",11.50
"SVComp_C/product-lines/email_spec1_product28.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product28.cil.c
Converting
Type-checking email_spec1_product28.cil
Generating GOTO Program
Adding CPROVER l...",6.16
"SVComp_C/product-lines/minepump_spec2_product46.cil.c",Maybe,"",47.03
"SVComp_C/product-lines/minepump_spec1_product12.cil.c",Maybe,"",16.55
"SVComp_C/product-lines/email_spec8_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec8_product30.cil.c
Converting
Type-checking email_spec8_product30.cil
Generating GOTO Program
Adding CPROVER l...",15.34
"SVComp_C/product-lines/minepump_spec5_product44.cil.c",Maybe,"",7.10
"SVComp_C/product-lines/minepump_spec5_product53.cil.c",Maybe,"",1.74
"SVComp_C/product-lines/elevator_spec2_product31.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",306.61
"SVComp_C/product-lines/email_spec8_product12.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec8_product12.cil.c
Converting
Type-checking email_spec8_product12.cil
Generating GOTO Program
Adding CPROVER l...",1.24
"SVComp_C/product-lines/minepump_spec1_product31.cil.c",Maybe,"",1.99
"SVComp_C/product-lines/email_spec11_product40.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product40.cil.c
Converting
Type-checking email_spec11_product40.cil
Generating GOTO Program
Adding CPROVER...",5.54
"SVComp_C/product-lines/minepump_spec5_product21.cil.c",Maybe,"",4.45
"SVComp_C/product-lines/minepump_spec4_product38.cil.c",Maybe,"",5.39
"SVComp_C/product-lines/minepump_spec2_product59.cil.c",Maybe,"",9.70
"SVComp_C/product-lines/email_spec1_product12.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product12.cil.c
Converting
Type-checking email_spec1_product12.cil
Generating GOTO Program
Adding CPROVER l...",5.40
"SVComp_C/product-lines/minepump_spec3_product02.cil.c",Maybe,"",8.44
"SVComp_C/product-lines/email_spec0_product05.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product05.cil.c
Converting
Type-checking email_spec0_product05.cil
Generating GOTO Program
Adding CPROVER l...",26.34
"SVComp_C/product-lines/email_spec6_product32.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec6_product32.cil.c
Converting
Type-checking email_spec6_product32.cil
Generating GOTO Program
Adding CPROVER l...",25.36
"SVComp_C/product-lines/minepump_spec2_product48.cil.c",Maybe,"",4.12
"SVComp_C/product-lines/minepump_spec3_product14.cil.c",Maybe,"",6.27
"SVComp_C/product-lines/email_spec7_product24.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product24.cil.c
Converting
Type-checking email_spec7_product24.cil
Generating GOTO Program
Adding CPROVER l...",1.18
"SVComp_C/product-lines/elevator_spec9_product29.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.06
"SVComp_C/product-lines/minepump_spec4_product09.cil.c",Maybe,"",1.70
"SVComp_C/product-lines/email_spec0_product19.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec0_product19.cil.c
Converting
Type-checking email_spec0_product19.cil
Generating GOTO Program
Adding CPROVER l...",1.18
"SVComp_C/product-lines/elevator_spec1_product22.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.09
"SVComp_C/product-lines/email_spec1_product32.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec1_product32.cil.c
Converting
Type-checking email_spec1_product32.cil
Generating GOTO Program
Adding CPROVER l...",9.97
"SVComp_C/product-lines/minepump_spec1_product58.cil.c",Maybe,"",12.04
"SVComp_C/product-lines/email_spec4_product17.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product17.cil.c
Converting
Type-checking email_spec4_product17.cil
Generating GOTO Program
Adding CPROVER l...",213.43
"SVComp_C/product-lines/email_spec7_product30.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product30.cil.c
Converting
Type-checking email_spec7_product30.cil
Generating GOTO Program
Adding CPROVER l...",1.59
"SVComp_C/product-lines/email_spec9_product32.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product32.cil.c
Converting
Type-checking email_spec9_product32.cil
Generating GOTO Program
Adding CPROVER l...",1.15
"SVComp_C/product-lines/minepump_spec1_product03.cil.c",Maybe,"",1.77
"SVComp_C/product-lines/elevator_spec1_product03.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",311.13
"SVComp_C/product-lines/email_spec9_product26.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product26.cil.c
Converting
Type-checking email_spec9_product26.cil
Generating GOTO Program
Adding CPROVER l...",1.55
"SVComp_C/product-lines/email_spec3_product35.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product35.cil.c
Converting
Type-checking email_spec3_product35.cil
Generating GOTO Program
Adding CPROVER l...",1.81
"SVComp_C/product-lines/minepump_spec4_product45.cil.c",Maybe,"",1.30
"SVComp_C/product-lines/minepump_spec1_product14.cil.c",Maybe,"",10.05
"SVComp_C/product-lines/minepump_spec2_product16.cil.c",Maybe,"",4.24
"SVComp_C/product-lines/minepump_spec4_product27.cil.c",Maybe,"",15.42
"SVComp_C/product-lines/elevator_spec1_product25.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",303.11
"SVComp_C/product-lines/email_spec7_product19.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product19.cil.c
Converting
Type-checking email_spec7_product19.cil
Generating GOTO Program
Adding CPROVER l...",1.25
"SVComp_C/product-lines/minepump_spec3_product09.cil.c",Maybe,"",1.50
"SVComp_C/product-lines/minepump_spec2_product20.cil.c",Maybe,"",2.30
"SVComp_C/product-lines/elevator_spec9_productSimulator.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",308.94
"SVComp_C/product-lines/minepump_spec5_product13.cil.c",Maybe,"",1.31
"SVComp_C/product-lines/email_spec7_product34.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec7_product34.cil.c
Converting
Type-checking email_spec7_product34.cil
Generating GOTO Program
Adding CPROVER l...",1.63
"SVComp_C/product-lines/minepump_spec4_product48.cil.c",Maybe,"",2.24
"SVComp_C/product-lines/elevator_spec9_product28.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",372.01
"SVComp_C/product-lines/minepump_spec2_product39.cil.c",Maybe,"",2.19
"SVComp_C/product-lines/minepump_spec3_product40.cil.c",Maybe,"",2.45
"SVComp_C/product-lines/minepump_spec1_product16.cil.c",Maybe,"",2.08
"SVComp_C/product-lines/minepump_spec3_product33.cil.c",Maybe,"",1.24
"SVComp_C/product-lines/email_spec8_product35.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec8_product35.cil.c
Converting
Type-checking email_spec8_product35.cil
Generating GOTO Program
Adding CPROVER l...",1.20
"SVComp_C/product-lines/email_spec9_product22.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product22.cil.c
Converting
Type-checking email_spec9_product22.cil
Generating GOTO Program
Adding CPROVER l...",1.79
"SVComp_C/product-lines/minepump_spec4_product37.cil.c",Maybe,"",1.38
"SVComp_C/product-lines/email_spec9_product20.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product20.cil.c
Converting
Type-checking email_spec9_product20.cil
Generating GOTO Program
Adding CPROVER l...",1.18
"SVComp_C/product-lines/minepump_spec5_product25.cil.c",Maybe,"",1.28
"SVComp_C/product-lines/minepump_spec4_product42.cil.c",Maybe,"",2.08
"SVComp_C/product-lines/email_spec11_product10.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec11_product10.cil.c
Converting
Type-checking email_spec11_product10.cil
Generating GOTO Program
Adding CPROVER...",0.79
"SVComp_C/product-lines/email_spec3_product19.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product19.cil.c
Converting
Type-checking email_spec3_product19.cil
Generating GOTO Program
Adding CPROVER l...",1.12
"SVComp_C/product-lines/elevator_spec2_productSimulator.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",337.06
"SVComp_C/product-lines/minepump_spec3_product13.cil.c",Maybe,"",1.21
"SVComp_C/product-lines/elevator_spec2_product11.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",304.90
"SVComp_C/product-lines/minepump_spec3_product59.cil.c",Maybe,"",2.07
"SVComp_C/product-lines/minepump_spec5_product03.cil.c",Maybe,"",71.94
"SVComp_C/product-lines/minepump_spec5_product20.cil.c",Maybe,"",158.91
"SVComp_C/product-lines/minepump_spec1_product28.cil.c",Maybe,"",2.47
"SVComp_C/product-lines/minepump_spec2_product31.cil.c",Maybe,"",1.96
"SVComp_C/product-lines/minepump_spec2_product58.cil.c",Maybe,"",1.93
"SVComp_C/product-lines/minepump_spec5_product01.cil.c",Maybe,"",1.21
"SVComp_C/product-lines/elevator_spec1_product28.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",303.23
"SVComp_C/product-lines/email_spec4_product32.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec4_product32.cil.c
Converting
Type-checking email_spec4_product32.cil
Generating GOTO Program
Adding CPROVER l...",1.51
"SVComp_C/product-lines/minepump_spec3_product25.cil.c",Maybe,"",1.26
"SVComp_C/product-lines/minepump_spec3_product61.cil.c",Maybe,"",1.48
"SVComp_C/product-lines/email_spec3_product32.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec3_product32.cil.c
Converting
Type-checking email_spec3_product32.cil
Generating GOTO Program
Adding CPROVER l...",138.33
"SVComp_C/product-lines/minepump_spec3_product50.cil.c",Maybe,"",1.85
"SVComp_C/product-lines/email_spec9_product21.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec9_product21.cil.c
Converting
Type-checking email_spec9_product21.cil
Generating GOTO Program
Adding CPROVER l...",1.74
"SVComp_C/product-lines/minepump_spec1_product21.cil.c",Maybe,"",2.26
"SVComp_C/product-lines/elevator_spec14_product24.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",300.09
"SVComp_C/product-lines/minepump_spec1_product25.cil.c",Maybe,"",1.68
"SVComp_C/product-lines/email_spec8_product16.cil.c",Failed,"Unexpected output: 2LS version 0.10.0
Parsing /root/term/TerminationDatabase/SVComp_C/product-lines/email_spec8_product16.cil.c
Converting
Type-checking email_spec8_product16.cil
Generating GOTO Program
Adding CPROVER l...",1.65
"SVComp_C/product-lines/elevator_spec9_product11.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",329.68
"SVComp_C/product-lines/minepump_spec1_product61.cil.c",Maybe,"",1.50
"SVComp_C/product-lines/minepump_spec3_product18.cil.c",Maybe,"",1.82
"SVComp_C/product-lines/elevator_spec2_product26.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",301.83
"SVComp_C/product-lines/minepump_spec5_product28.cil.c",Maybe,"",2.55
"SVComp_C/product-lines/minepump_spec2_product30.cil.c",Maybe,"",1.77
"SVComp_C/product-lines/elevator_spec13_product30.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",311.58
"SVComp_C/product-lines/minepump_spec5_product38.cil.c",Maybe,"",1.95
"SVComp_C/product-lines/elevator_spec3_product03.cil.c",TIMEOUT,"Analysis timed out after 300 seconds",339.05
"SVComp_C/product-lines/minepump_spec1_product01.cil.c",Maybe,"",1.49
